player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles
Earl Thomas III,5539,S,9,SEA,0,28,0,0,0,0,65.4,,,,,,0,0,0,1,0
Jason Pierre-Paul,5540,ED,12,NYG,0,0,0,0,51,0,87.6,,,,,,0,0,0,0,0
Derrick Morgan,5541,ED,3,TEN,0,0,1,0,6,0,60.4,,,,,,0,0,0,0,0
Mike Iupati,5542,G,15,ARZ,0,0,0,0,0,68,63.0,,,,,,0,0,0,0,0
Sean Weatherspoon,5544,LB,4,ATL,7,0,0,0,16,0,59.9,,,,,,0,0,0,0,0
Jermaine Gresham,5546,TE,1,ARZ,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Demaryius Thomas,5547,WR,2,DEN,2,0,0,0,0,0,60.0,,61.2,,,,0,0,0,0,0
Bryan Bulaga,5548,T,16,GB,0,0,0,0,0,76,62.2,,,,,,0,0,0,0,0
Dez Bryant,5549,WR,3,DAL,3,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Dan Williams,5551,DI,16,OAK,0,0,9,0,65,0,58.8,,,,,,0,0,0,0,0
Devin McCourty,5552,S,16,NE,6,43,41,0,53,0,63.9,,58.8,,,,1,0,3,0,0
Jared Odrick,5553,DI,6,JAX,0,0,0,0,30,0,58.7,,,,,,0,0,0,0,0
Jerry Hughes,5556,ED,5,BUF,0,0,4,0,2,0,92.5,,,,,,0,0,0,0,0
Patrick Robinson,5557,CB,2,IND,0,0,8,0,11,0,46.8,,,,,,1,0,0,0,0
Rodger Saffold,5558,G,14,LA,0,0,0,0,0,42,48.3,,,,,,1,0,0,0,0
Dexter McCluster,5561,HB,6,SD,29,0,15,0,0,0,59.6,,58.3,,65.1,,0,0,0,0,0
Nate Allen,5562,S,14,OAK,56,59,46,67,40,0,61.1,,,,,,1,1,4,1,2
Arrelious Benn,5564,WR,15,JAX,86,67,75,77,0,0,62.4,,63.5,,,,3,1,7,0,1
Koa Misi,5565,LB,3,MIA,0,0,0,0,7,0,60.3,,,,,,0,0,0,0,0
Rob Gronkowski,5567,TE,2,NE,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0
Zane Beadles,5570,G,13,SF,0,0,0,0,0,49,61.8,,,,,,0,0,0,0,0
Linval Joseph,5571,DI,16,MIN,0,0,1,0,52,0,61.7,,,,,,2,0,0,0,0
Carlos Dunlap,5579,ED,16,CIN,0,0,1,0,63,0,69.6,,,,,,0,0,0,0,0
Sean Lee,5580,LB,15,DAL,6,0,13,0,54,0,61.7,,,,,,0,0,0,0,0
Vladimir Ducasse,5586,G,10,BLT,0,0,0,0,0,45,63.8,,,,,,0,0,0,0,0
Brandon Spikes,5587,ED,7,BUF,13,0,7,4,0,5,58.5,,,,,,0,0,0,0,0
Jared Veldheer,5594,T,8,ARZ,0,0,0,0,0,32,61.5,,,,,,0,0,0,0,0
Ed Dickson,5595,TE,16,CAR,87,0,8,32,0,73,60.2,,,,,,0,0,0,1,0
Morgan Burnett,5596,S,15,GB,1,23,1,0,63,0,57.2,,,,,,0,0,2,0,0
John Jerry,5598,G,16,NYG,0,0,0,0,0,57,64.3,,,,,,0,0,0,0,0
Major Wright,5600,S,2,TB,7,12,7,6,0,0,60.5,,,,,,0,0,0,0,0
Brandon LaFell,5602,WR,1,CIN,1,0,0,0,0,0,60.0,,60.0,,,,0,0,0,0,0
Donald Butler,5603,LB,8,MIA,22,5,4,7,0,0,59.9,,,,,,0,0,0,0,0
Earl Mitchell,5605,DI,9,MIA,0,0,7,0,38,17,59.7,,,,,,0,0,0,0,0
Corey Peters,5607,DI,15,ARZ,0,0,3,0,64,60,59.1,,,,,,0,0,0,0,0
Eric Decker,5611,WR,1,NYJ,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Andre Roberts,5612,WR,16,DET,74,0,61,0,0,0,61.6,,71.3,,66.5,,0,0,0,0,0
NaVorro Bowman,5615,LB,3,SF,0,0,2,0,16,0,58.5,,,,,,0,0,0,0,0
Shawn Lauvao,5616,G,14,WAS,0,0,0,0,0,69,64.6,,,,,,0,0,0,0,0
Jimmy Graham,5619,TE,4,SEA,5,0,0,0,0,0,59.8,,60.0,,,,0,0,0,0,0
Everson Griffen,5624,ED,16,MIN,0,0,7,0,58,0,57.9,,,,,,0,0,0,0,0
Perry Riley,5627,LB,1,OAK,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0
Alterraun Verner,5628,CB,16,TB,30,81,71,0,2,0,69.4,,,,,,1,0,4,0,0
Darrell Stuckey,5634,S,16,SD,88,87,62,59,75,0,79.0,,,,,,0,0,6,1,2
Dennis Pitta,5638,TE,5,BLT,10,0,0,0,0,0,59.5,,,,,,0,0,0,0,0
Geno Atkins,5643,DI,2,CIN,0,0,1,0,1,0,59.9,,,,,,0,0,0,0,0
Al Woods,5646,DI,8,TEN,0,0,3,0,31,10,81.0,,,,,,1,0,0,0,0
Clay Harbor,5648,TE,15,DET,56,51,39,30,0,0,69.9,,,,,,0,0,2,1,0
O'Brien Schofield,5653,ED,2,ATL,7,17,9,0,1,0,70.2,,,,,,0,0,0,0,0
Kam Chancellor,5656,S,11,SEA,5,35,9,0,28,0,73.5,,,,,,0,0,4,1,0
Kendrick Lewis,5659,S,6,BLT,14,29,32,22,19,0,83.2,,,,,,0,0,5,1,0
Perrish Cox,5660,CB,9,TEN,0,0,8,0,38,0,61.3,,,,,,0,0,0,0,0
Sherrick McManis,5667,CB,16,CHI,92,65,65,67,76,0,85.4,,,,,,1,0,10,0,2
Nolan Carroll,5668,CB,16,PHI,0,10,21,6,59,0,64.8,,,,,,0,0,0,0,0
Cam Thomas,5669,DI,11,LA,0,0,2,0,39,1,82.9,,,,,,0,0,0,0,0
Chris Scott,5674,G,12,CAR,11,0,0,0,0,53,42.4,,,,,,0,0,0,0,0
Arthur Jones,5680,DI,2,IND,0,0,1,0,2,0,59.8,,,,,,0,0,0,0,0
Reshad Jones,5686,S,1,MIA,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Crezdon Butler,5687,CB,1,DET,0,4,3,0,0,0,61.0,,,,,,0,0,0,0,0
Marshall Newhouse,5692,T,8,NYG,0,0,0,0,0,29,61.8,,,,,,0,0,0,0,0
Arthur Moats,5701,ED,13,PIT,40,0,7,18,5,0,66.8,,,,,,0,0,0,2,0
Sam Young,5702,T,8,MIA,0,0,0,0,0,30,61.4,,,,,,0,0,0,0,0
Eugene Sims,5712,ED,16,LA,33,0,10,0,62,36,33.6,,,,,,3,0,0,0,0
James Starks,5716,HB,7,GB,21,0,10,0,0,0,61.2,,,,,,0,0,0,0,0
Antonio Brown,5718,WR,14,PIT,6,0,60,0,0,0,60.0,,61.2,,66.9,,0,0,0,0,0
Joe Webb III,5722,QB,14,CAR,76,71,46,67,0,0,70.2,,62.3,,,,2,0,5,0,1
Ted Larsen,5728,G,16,CHI,0,0,0,0,0,56,45.7,,,,,,0,0,0,0,0
Willie Young,5736,ED,8,CHI,0,0,2,0,30,0,58.7,,,,,,0,0,0,0,0
Dekoda Watson,5740,ED,16,DEN,72,82,89,90,62,0,71.4,,,,,,1,0,9,1,0
J'Marcus Webb,5741,T,8,SEA,0,0,0,0,0,39,29.2,,,,,,0,0,0,0,0
Marc Mariani,5745,WR,16,TEN,86,0,73,5,0,0,62.8,,56.8,,63.5,,0,0,0,0,0
C.J. Wilson,5753,DI,6,CHI,0,0,2,0,30,18,61.2,,,,,,0,0,0,0,0
Jim Dray,5756,TE,4,SF,4,0,0,9,0,5,67.8,,,,,,0,0,0,0,0
Ricardo Mathews,5761,DI,13,PIT,0,0,0,0,34,0,59.9,,,,,,0,0,0,0,0
Kurt Coleman,5767,S,15,CAR,2,46,12,1,71,0,62.5,,,,,,0,0,1,0,0
Robert McClain,5771,CB,14,SD,18,34,35,34,9,0,76.5,,,,,,1,0,4,1,1
Rafael Bush,5779,S,16,DET,14,60,57,0,0,0,72.2,,,,,,0,0,4,0,1
Logan Paulsen,5795,TE,16,CHI,80,2,0,23,0,56,56.1,,,,,,0,0,2,0,2
Joique Bell,5797,HB,6,DET,31,2,11,0,0,0,46.2,,,,,,1,0,1,0,0
Jon Weeks,5800,LS,16,HST,0,0,0,73,0,67,84.3,,,,,,1,0,3,0,0
Sergio Brown,5803,S,8,BUF,43,40,40,34,15,0,68.5,,,,,,0,0,1,4,2
Vincent Rey,5811,LB,16,CIN,47,46,12,48,60,0,71.1,,,,,,0,0,5,0,1
Mike Windt,5813,LS,16,SD,0,0,0,60,0,78,72.9,,,,,,0,0,0,0,0
Darian Stewart,5820,S,11,DEN,2,1,2,0,37,0,59.0,,,,,,0,0,0,0,0
Ben Garland,5839,DI,16,ATL,63,0,0,0,0,94,56.9,,,,,,0,0,0,0,0
Austin Howard,5847,T,9,OAK,0,0,0,0,0,42,62.9,,,,,,0,0,0,0,0
Tramaine Brock Sr.,5903,CB,7,SF,0,0,7,0,8,0,60.1,,,,,,0,0,0,0,0
Chris Maragos,5906,S,16,PHI,80,87,60,65,67,0,72.0,,,,,,1,0,8,0,1
Barry Church,5924,S,10,DAL,4,45,14,2,24,0,49.1,,,,,,1,0,0,0,2
Sam Shields,5943,CB,1,GB,0,0,2,0,5,0,60.6,,,,,,0,0,0,0,0
Frank Zombo,5945,ED,16,KC,66,1,28,78,59,0,72.2,,,,,,0,0,2,0,0
Anthony Levine,6013,S,16,BLT,72,78,83,83,46,0,56.0,,59.9,,,,3,0,3,0,1
Marcus Sherels,6017,CB,11,MIN,29,48,48,43,17,0,68.9,,62.3,,85.6,,0,0,4,0,0
Morgan Cox,6020,LS,16,BLT,0,0,0,83,0,68,74.5,,,,,,3,0,2,1,0
Albert McClellan,6022,ED,16,BLT,8,5,31,83,59,0,63.4,,,,,,0,0,3,0,0
Mitch Unrein,6031,DI,12,CHI,0,0,3,0,56,32,58.9,,,,,,0,0,0,0,0
Teddy Williams,6073,CB,3,CAR,16,13,12,14,16,0,62.7,,,,,,0,0,0,0,0
Justin Drescher,6117,LS,16,NO,0,0,0,59,0,85,60.7,,,,,,1,0,1,0,2
Andrew Sendejo,6118,S,14,MIN,3,43,35,0,52,0,72.6,,,,,,0,0,3,0,0
Andrew Hawkins,6125,WR,4,CLV,0,3,8,1,0,0,60.4,,,,,,0,0,0,0,0
Bryan Walters,6139,WR,10,JAX,13,13,48,1,0,0,62.4,,57.4,,54.9,,0,0,0,0,0
James Develin,6142,FB,16,NE,66,0,0,53,0,32,61.4,,59.5,,,,0,0,0,1,0
Marcell Dareus,6155,DI,8,BUF,0,0,0,0,37,0,58.6,,,,,,0,0,0,0,0
Patrick Peterson,6157,CB,16,ARZ,4,54,45,0,62,0,35.3,,59.5,,50.5,,5,1,1,0,1
Julio Jones,6158,WR,8,ATL,15,0,0,0,0,0,57.3,,,,,,0,0,0,0,0
Tyron Smith,6161,T,13,DAL,0,0,0,0,0,63,63.1,,,,,,0,0,0,0,0
J.J. Watt,6163,DI,2,HST,0,0,4,0,9,0,58.0,,,,,,0,0,0,0,0
Nick Fairley,6165,DI,2,NO,0,0,1,0,8,0,58.7,,,,,,1,0,0,0,0
Robert Quinn,6166,ED,7,LA,0,0,4,0,23,0,59.0,,,,,,0,0,0,0,0
Mike Pouncey,6167,C,5,MIA,0,0,0,0,0,25,61.6,,,,,,0,0,0,0,0
Ryan Kerrigan,6168,ED,15,WAS,0,0,0,0,68,0,59.9,,,,,,0,0,0,0,0
Nate Solder,6169,T,15,NE,0,0,0,0,0,76,62.2,,,,,,0,0,0,0,0
Corey Liuget,6170,DI,14,SD,1,0,0,0,68,0,57.5,,,,,,0,0,0,0,0
Prince Amukamara,6171,CB,5,JAX,0,2,9,0,4,0,68.5,,,,,,0,0,0,0,0
Adrian Clayborn,6172,ED,2,ATL,0,0,1,0,1,0,60.1,,,,,,0,0,0,0,0
Anthony Castonzo,6174,T,1,IND,0,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Cameron Jordan,6176,ED,16,NO,0,0,9,0,82,0,50.5,,,,,,1,0,0,0,0
James Carpenter,6177,G,16,NYJ,0,0,0,0,0,52,62.7,,,,,,0,0,0,0,0
Muhammad Wilkerson,6182,ED,14,NYJ,0,0,7,0,60,0,42.1,,,,,,2,1,0,0,0
Cameron Heyward,6183,DI,7,PIT,0,0,0,0,24,20,60.4,,,,,,0,0,0,0,0
Aaron Williams,6186,S,7,BUF,0,0,0,0,23,0,59.5,,,,,,0,0,0,0,0
Jabaal Sheard,6189,ED,6,NE,0,0,5,0,15,0,59.4,,,,,,0,0,0,0,0
Akeem Ayers,6191,ED,15,IND,48,31,43,0,16,0,72.1,,,,,,0,0,2,0,1
Bruce Carter,6192,LB,13,NYJ,61,37,46,52,18,0,76.2,,,,,,0,0,5,1,0
Jarvis Jenkins,6193,DI,8,KC,0,0,0,0,24,0,59.4,,,,,,0,0,0,0,0
Brooks Reed,6194,ED,15,ATL,46,82,31,38,58,0,56.4,,,,,,0,0,4,0,0
Kyle Rudolph,6195,TE,16,MIN,1,0,0,0,0,64,62.5,,,,,,0,0,0,0,0
Orlando Franklin,6198,G,13,SD,0,0,0,0,0,52,63.1,,,,,,0,0,0,0,0
Stefen Wisniewski,6200,G,16,PHI,0,0,0,0,0,73,63.2,,,,,,0,0,0,0,0
Ben Ijalana,6201,T,16,NYJ,0,0,0,0,0,57,52.6,,,,,,1,0,0,0,0
Marcus Gilchrist,6202,S,11,NYJ,0,37,0,0,8,0,57.3,,,,,,0,0,1,0,1
Stephen Paea,6205,DI,6,CLV,0,0,2,0,21,0,59.3,,,,,,0,0,0,0,0
Rodney Hudson,6207,C,1,OAK,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0
Shane Vereen,6208,HB,1,NYG,3,0,0,0,0,0,59.1,,,,,,0,0,0,0,0
Torrey Smith,6210,WR,1,SF,1,0,0,0,0,0,60.0,,59.9,,,,0,0,0,0,0
Marcus Gilbert,6215,T,12,PIT,0,0,0,0,0,41,62.6,,,,,,0,0,0,0,0
Randall Cobb,6216,WR,4,GB,2,0,12,0,0,0,59.7,,,,63.2,,0,0,0,0,0
Terrell McClain,6217,DI,15,DAL,1,0,13,0,52,0,59.3,,,,,,0,0,0,0,0
Kelvin Sheppard,6220,LB,15,NYG,55,7,0,85,7,0,62.1,,,,,,0,0,1,0,0
Stevan Ridley,6225,HB,1,ATL,2,0,0,0,0,0,50.2,,,,,,1,0,0,0,0
Jurrell Casey,6229,DI,13,TEN,0,0,4,0,53,0,58.6,,,,,,0,0,0,0,0
Mason Foster,6236,LB,16,WAS,46,1,0,50,73,0,65.2,,,,,,0,0,1,0,0
Jah Reid,6237,T,12,KC,0,0,0,0,0,53,62.7,,,,,,0,0,0,0,0
Allen Bailey,6238,DI,5,KC,0,0,0,0,19,0,59.4,,,,,,0,0,0,0,0
Shareece Wright,6241,CB,7,BLT,0,11,24,0,0,0,62.8,,,,,,2,0,2,0,0
Akeem Dent,6243,LB,16,HST,69,76,80,73,2,0,53.9,,,,,,0,0,5,0,4
Joe Barksdale,6244,T,12,SD,0,0,0,0,0,48,63.0,,,,,,0,0,0,0,0
Chris Conte,6245,S,14,TB,14,47,5,4,45,0,68.0,,,,,,0,0,4,1,0
K.J. Wright,6251,LB,14,SEA,5,0,8,5,40,0,60.3,,,,,,0,0,0,0,0
Da'Norris Searcy,6252,S,13,TEN,37,46,10,0,33,0,58.3,,,,,,0,0,1,0,0
Clint Boling,6253,G,10,CIN,0,0,0,0,0,43,63.0,,,,,,0,0,0,0,0
Sam Acho,6255,ED,16,CHI,66,18,36,66,77,0,58.5,,61.2,,,,1,0,2,0,1
Luke Stocker,6256,TE,11,TB,39,0,0,0,0,44,59.7,,,,,,0,0,0,0,0
David Arkin,6262,G,1,LA,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0
Greg Salas,6264,WR,2,BUF,0,8,5,0,0,0,64.4,,,,,,0,0,0,0,0
Chimdi Chekwa,6265,CB,3,MIA,0,15,7,2,3,0,67.8,,,,,,0,0,0,0,0
Cecil Shorts,6266,WR,6,TB,15,1,0,0,0,0,59.2,,56.2,,,,0,0,0,0,0
Chris Prosinski,6273,S,16,CHI,83,62,61,68,77,0,66.5,,,,,,1,0,7,2,4
Chris Hairston,6274,T,15,SD,0,0,0,0,0,59,62.5,,,,,,0,0,0,0,0
Taiwan Jones,6277,HB,13,OAK,64,68,51,58,0,0,71.4,,55.0,,,,1,0,3,3,5
Bilal Powell,6278,HB,14,NYJ,54,0,5,0,0,0,61.4,,,,,,0,0,0,0,0
Davon House,6283,CB,16,JAX,3,58,81,5,25,0,59.0,,,,,,2,0,1,0,0
Anthony Sherman,6288,FB,16,KC,71,86,29,78,0,75,78.2,,,,,,1,0,8,1,3
Buster Skrine,6289,CB,14,NYJ,0,5,31,0,67,0,43.4,,,,,,1,0,0,0,1
Marcus Cannon,6290,T,15,NE,0,0,0,0,0,75,63.4,,,,,,0,0,0,0,0
Karl Klug,6294,DI,14,TEN,33,0,25,0,44,51,51.2,,,,,,2,0,0,0,0
Shiloh Keo,6296,S,10,NO,59,58,35,39,8,0,74.3,,,,60.0,,0,0,6,0,1
Jacquizz Rodgers,6297,HB,6,TB,29,0,4,23,1,0,58.1,,56.5,,,,0,0,1,0,0
Dion Lewis,6301,HB,4,NE,8,0,0,0,0,0,59.7,,58.4,,,,0,0,0,0,0
Jeremy Kerley,6305,WR,16,SF,9,0,79,0,0,0,61.1,,61.8,,47.7,,0,0,0,0,0
Richard Sherman,6306,CB,13,SEA,0,0,30,0,31,0,71.3,,,,61.3,,1,0,0,0,0
Niles Paul,6307,TE,8,WAS,42,44,25,24,0,0,49.1,,59.9,,,,0,0,1,0,1
Lee Smith,6311,TE,4,OAK,19,0,0,0,0,12,63.6,,,,,,0,0,0,0,0
Chris Carter,6314,ED,14,IND,62,67,70,53,18,0,65.9,,60.0,,,,0,0,4,2,2
Chykie Brown,6316,CB,5,CIN,0,4,23,11,0,0,69.3,,,,,,0,0,1,0,0
Pernell McPhee,6317,ED,6,CHI,0,0,1,0,16,0,58.8,,,,,,0,0,0,0,0
Brandon Fusco,6324,G,13,MIN,0,0,0,0,0,52,63.5,,,,,,0,0,0,0,0
Byron Maxwell,6325,CB,7,MIA,0,0,10,0,0,0,68.4,,,,,,0,0,0,0,0
Dwayne Harris,6328,WR,16,NYG,66,67,66,82,0,0,66.5,,63.0,,34.3,,0,0,5,4,2
Aldrick Robinson,6330,WR,9,ATL,7,9,29,0,0,0,63.5,,59.2,,,,0,0,0,0,0
Jordan Todman,6335,HB,16,IND,80,86,40,57,0,0,61.8,,67.3,,,,1,0,5,1,0
Colin Jones,6342,S,14,CAR,77,75,52,65,0,0,62.6,,,,,,0,0,3,0,3
Jason Kelce,6343,C,3,PHI,0,0,0,0,0,7,61.1,,,,,,0,0,0,0,0
Matt Bosher,6344,P,15,ATL,0,105,0,45,0,88,63.6,74.4,,78.3,,,0,0,5,1,1
J.T. Thomas,6347,LB,1,NYG,3,3,0,1,4,0,48.0,,,,,,0,0,0,0,0
Virgil Green,6356,TE,12,DEN,20,1,0,0,0,50,59.5,,,,,,0,0,0,0,0
Derek Newton,6366,T,4,HST,0,0,0,0,0,21,61.9,,,,,,0,0,0,0,0
Cliff Matthews,6382,DI,2,ATL,2,0,0,0,2,0,58.9,,,,,,0,0,0,0,0
Lawrence Guy,6385,DI,16,BLT,0,0,7,0,59,56,63.0,,,,,,2,0,0,0,0
Andrew Gachkar,6386,LB,16,DAL,76,91,68,61,12,0,65.0,,,,,,0,0,1,2,1
Malcolm Smith,6394,LB,1,OAK,2,0,0,0,0,0,59.9,,,,,,0,0,0,0,0
Spencer Paysinger,6419,LB,15,MIA,66,62,31,83,16,0,75.5,,,,,,0,0,6,1,1
Kyle Nelson,6428,LS,16,SF,0,0,0,100,0,56,77.2,,,,,,1,0,4,1,3
Matt Asiata,6432,HB,15,MIN,59,21,15,21,0,0,55.5,,,,,,0,0,0,0,0
Shaun Draughn,6440,HB,16,SF,27,62,68,80,0,0,63.3,,,,,,2,0,3,2,1
Chris Hogan,6468,WR,6,NE,8,0,0,0,0,0,59.1,,,,,,0,0,0,0,0
Kenny Wiggins,6471,G,13,SD,61,0,0,0,68,63,45.7,,54.9,,,,0,0,0,0,0
Jeremy Ross,6476,WR,5,ARZ,26,4,15,0,0,0,61.4,,55.5,,61.6,,0,0,0,0,0
Sealver Siliga,6483,DI,5,TB,0,0,2,0,6,0,59.8,,,,,,0,0,0,0,0
Andre Holmes,6489,WR,16,OAK,76,89,63,80,0,0,64.7,,,,,,1,0,7,1,3
Josh Bynes,6503,LB,9,DET,0,2,1,38,34,0,52.3,,,,,,0,0,0,0,1
Patrick Scales,6508,LS,16,CHI,0,0,0,68,0,56,65.1,,,,,,1,0,0,0,0
Nick Bellore,6515,LB,14,SF,29,23,20,79,54,0,63.0,,,,,,0,0,3,0,2
Mario Addison,6558,ED,12,CAR,0,30,10,36,34,0,62.1,,,,,,0,0,1,0,0
Jake McQuaide,6586,LS,16,LA,0,0,0,99,0,45,66.7,,,,,,1,0,1,0,0
DuJuan Harris,6595,HB,10,SF,44,3,12,0,0,0,58.6,,56.8,,,,0,0,0,0,0
Dontrelle Inman,6597,WR,6,SD,7,2,0,0,0,0,59.3,,61.2,,,,0,0,0,0,0
Cedric Thornton,6607,DI,1,DAL,0,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Doug Baldwin,6615,WR,16,SEA,6,0,58,0,0,0,60.8,,,,,,0,0,0,0,0
Jeron Johnson,6621,S,4,SEA,18,22,8,0,0,0,65.1,,,,,,0,0,2,0,1
Michael Morgan,6623,LB,9,SEA,3,13,3,36,9,0,65.9,,,,,,0,0,2,0,0
Ron Parker,6625,S,8,KC,5,1,6,0,0,0,60.6,,,,,,0,0,0,0,0
Jonathan Freeny,6633,LB,5,NE,7,0,10,23,9,0,58.5,,,,,,0,0,0,0,0
Justin Trattou,6669,ED,16,MIN,69,66,67,60,0,8,58.1,,,,,,1,0,3,0,1
Kamar Aiken,6671,WR,14,BLT,57,48,29,28,0,0,60.1,,,,,,1,0,2,1,2
Bryan Braman,6699,ED,16,PHI,80,87,61,65,67,0,59.1,,,,,,0,0,5,0,5
Isa Abdul-Quddus,6722,S,9,MIA,4,18,3,0,1,0,55.4,,,,,,0,0,0,0,0
Taylor Boggs,6727,G,5,ARZ,0,0,0,0,0,15,62.2,,,,,,0,0,0,0,0
Mark Herzlich,6767,LB,14,NYG,66,63,79,79,59,51,71.1,,59.9,,,,1,0,5,2,1
Dan Bailey,6796,K,16,DAL,0,91,0,0,0,79,61.0,73.6,,,,72.3,0,0,2,0,0
Chris Jones,6798,P,16,DAL,0,0,0,61,0,79,64.8,,,81.5,,,0,0,3,0,0
Ben Jacobs,6817,LB,4,CAR,22,23,15,18,0,0,65.4,,,,,,0,0,0,0,0
Corbin Bryant,6825,DI,8,BUF,31,0,0,0,33,36,58.1,,,,,,1,0,0,0,0
Kai Forbath,6860,K,7,MIN,0,38,0,0,0,29,60.6,54.9,,,,63.1,0,0,1,0,2
Sterling Moore,6871,CB,3,NO,0,5,2,0,0,0,60.7,,,,,,0,0,0,0,0
Chase Reynolds,6892,HB,16,LA,78,59,96,98,63,0,72.0,,,,,,3,1,8,0,1
Matt Overton,6979,LS,16,IND,0,0,0,57,0,78,66.1,,,,,,1,1,0,1,1
Dominique Jones,6988,TE,2,MIA,9,0,0,0,0,0,57.3,,,,,,0,0,0,0,0
Michael Wilhoite,6989,LB,16,SF,56,47,46,100,43,0,66.2,,,,,,0,0,5,2,1
Patrick DiMarco,6997,FB,16,ATL,85,5,5,50,0,0,64.6,,59.9,,,,0,0,1,0,1
Craig Robertson,7003,LB,15,NO,0,4,7,47,62,0,67.8,,,,,,0,0,2,0,0
Andrew Luck,7007,QB,1,IND,0,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Matt Kalil,7010,T,1,MIN,0,0,0,0,0,8,61.1,,,,,,0,0,0,0,0
Morris Claiborne,7012,CB,7,DAL,0,4,21,1,20,0,47.6,,,,,,2,0,0,0,0
Mark Barron,7013,LB,16,LA,0,48,0,0,0,0,57.0,,,,,,0,0,1,0,0
Luke Kuechly,7015,LB,10,CAR,2,0,8,0,46,0,80.8,,,,,,1,1,0,0,0
Stephon Gilmore,7016,CB,15,BUF,0,0,11,0,61,0,53.4,,,,,,1,0,0,0,0
Dontari Poe,7017,DI,16,KC,0,0,6,0,53,0,61.5,,,,,,1,0,0,0,0
Fletcher Cox,7018,DI,4,PHI,0,0,3,0,2,0,60.2,,,,,,0,0,0,0,0
Michael Floyd,7019,WR,1,NE,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0
Michael Brockers,7020,DI,14,LA,0,0,10,0,48,0,59.2,,,,,,0,0,0,0,0
Bruce Irvin,7021,ED,16,OAK,0,0,9,0,65,0,53.0,,,,,,0,0,0,0,0
Melvin Ingram III,7024,ED,12,SD,0,0,0,0,53,0,61.3,,,,,,0,0,0,0,0
Shea McClellin,7025,ED,14,NE,42,39,47,63,26,0,91.0,,,,,,0,0,0,1,0
Kendall Wright,7026,WR,2,TEN,4,0,0,0,0,0,60.0,,59.1,,,,0,0,0,0,0
Chandler Jones,7027,ED,16,ARZ,0,1,12,0,70,0,61.0,,,,,,0,0,0,0,0
Riley Reiff,7029,T,14,DET,0,0,0,0,0,59,63.1,,,,,,0,0,0,0,0
Dont'a Hightower,7030,LB,12,NE,5,0,7,0,41,0,80.5,,,,,,0,0,0,0,0
Whitney Mercilus,7031,ED,15,HST,0,0,26,15,55,0,55.7,,,,,,0,0,0,0,0
Kevin Zeitler,7032,G,16,CIN,0,0,0,0,0,70,64.7,,,,,,0,0,0,0,0
Nick Perry,7033,ED,5,GB,0,0,0,0,13,0,60.4,,,,,,0,0,0,0,0
Brian Quick,7037,WR,2,LA,1,1,0,0,0,0,60.2,,,,,,0,0,0,0,0
Coby Fleener,7038,TE,2,NO,0,1,0,0,0,7,61.0,,,,,,0,0,0,0,0
Courtney Upshaw,7039,ED,5,ATL,0,0,6,8,6,0,57.6,,,,,,1,0,1,0,0
Derek Wolfe,7040,DI,13,DEN,0,0,5,0,37,0,48.6,,,,,,1,0,0,0,0
Mitchell Schwartz,7041,T,8,KC,0,0,0,0,0,30,62.2,,,,,,0,0,0,0,0
Andre Branch,7042,ED,15,MIA,0,0,28,0,67,0,53.7,,,,,,1,0,0,0,0
Janoris Jenkins,7043,CB,13,NYG,0,0,29,0,51,0,76.8,,,,,,0,0,0,0,0
Cordy Glenn,7045,T,10,BUF,0,0,0,0,0,41,62.9,,,,,,0,0,0,0,0
Alshon Jeffery,7048,WR,2,CHI,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0
Mychal Kendricks,7049,LB,15,PHI,0,81,40,0,0,0,76.3,,,,,,0,0,3,0,0
Bobby Wagner,7050,LB,16,SEA,2,0,9,4,57,0,89.8,,,,,,0,0,0,0,0
Tavon Wilson,7051,S,14,DET,0,3,0,53,0,0,59.8,,,,,,0,0,2,0,1
Kendall Reyes,7052,DI,9,KC,0,0,0,0,35,0,74.7,,,,,,0,0,0,0,0
Isaiah Pead,7053,HB,2,MIA,3,2,1,0,0,0,59.8,,60.0,,,,0,0,0,0,0
Jerel Worthy,7054,DI,9,BUF,0,0,0,0,31,0,45.9,,,,,,1,0,0,0,0
Zach Brown,7055,LB,16,BUF,11,0,10,36,69,0,63.5,,,,,,0,0,0,0,0
Lavonte David,7060,LB,16,TB,0,0,0,0,70,0,60.7,,,,,,0,0,0,0,0
