player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Josh Huff,8721,WR,15,PHI,38,27,71.1,312,3,64.2,60.8,55.9,82.4,,11.6,186,6.9,41,16,3,1,0,7,110.9,1,1
Darrius Heyward-Bey,4930,WR,16,PIT,37,21,56.8,314,2,60.6,60.5,71.5,74.6,,15.0,84,4.0,66,11,2,2,0,1,80.2,2,0
Keshawn Martin,7121,WR,9,NE,36,24,66.7,269,2,58.4,59.6,64.1,82.0,,11.2,74,3.1,39,13,2,0,0,2,107.3,4,0
Phillip Dorsett,9462,WR,11,IND,36,18,50.0,225,1,60.5,61.7,69.0,76.7,,12.5,61,3.4,35,10,1,1,0,0,67.5,0,0
Lance Kendricks,6199,TE,15,SL,36,25,69.4,245,2,62.4,56.5,42.9,75.5,71.2,9.8,125,5.0,37,11,4,2,0,1,83.7,2,0
Marcel Reece,4702,FB,15,OAK,36,30,83.3,269,3,72.8,74.1,77.3,82.7,63.1,9.0,231,7.7,55,12,1,0,0,13,125.6,0,0
Justin Forsett,4547,HB,10,BLT,35,31,88.6,153,0,64.9,55.7,78.4,90.4,59.2,4.9,141,4.5,32,4,1,0,0,5,84.9,1,0
Shaun Draughn,6440,HB,9,SF,35,27,77.1,176,0,62.1,80.0,86.5,65.2,72.0,6.5,183,6.8,26,7,0,0,0,5,87.3,1,0
Ameer Abdullah,9487,HB,16,DET,35,25,71.4,183,1,63.5,77.3,74.2,29.3,70.0,7.3,207,8.3,36,11,1,2,0,7,69.1,0,0
Melvin Gordon III,9448,HB,14,SD,34,33,97.1,192,0,55.2,66.4,79.1,25.1,74.0,5.8,259,7.8,18,8,1,0,1,12,90.2,1,0
Chris Ivory,6007,HB,15,NYJ,34,30,88.2,217,1,69.5,55.2,67.5,50.3,84.7,7.2,284,9.5,36,10,2,0,1,9,103.1,0,0
Rashad Greene Sr.,9572,WR,9,JAX,34,19,55.9,93,2,56.3,56.0,33.5,82.3,66.3,4.9,52,2.7,18,8,4,0,0,2,80.8,0,0
Justin Hardy,9540,WR,9,ATL,34,21,61.8,194,0,63.5,60.7,51.8,75.3,,9.2,65,3.1,23,12,2,3,0,0,40.6,0,0
Ryan Griffin,7982,TE,9,HST,34,20,58.8,251,2,55.4,55.1,35.5,74.4,50.9,12.6,99,5.0,37,13,3,1,0,2,89.2,4,0
Adrian Peterson,3623,HB,16,MIN,33,30,90.9,222,0,68.3,54.5,77.3,29.2,56.1,7.4,258,8.6,49,8,1,0,1,7,94.7,1,0
Marcedes Lewis,2973,TE,16,JAX,33,16,48.5,226,0,66.8,58.5,54.5,73.6,77.4,14.1,159,9.9,45,8,2,3,0,4,33.1,5,1
Josh Bellamy,7472,WR,15,CHI,33,19,57.6,224,2,60.7,60.2,57.1,74.1,,11.8,66,3.5,48,8,2,0,0,0,98.5,2,0
Benny Cunningham,8283,HB,16,SL,32,26,81.3,250,0,62.0,75.5,55.1,36.2,74.0,9.6,246,9.5,42,12,3,0,0,17,99.2,0,0
Brian Quick,7037,WR,13,SL,32,10,31.3,102,0,53.9,51.4,28.1,71.1,,10.2,43,4.3,37,5,4,0,0,0,41.4,1,0
Ronnie Hillman,7069,HB,16,DEN,32,24,75.0,111,0,61.1,49.9,65.2,68.8,58.9,4.6,118,4.9,14,3,2,1,0,3,66.0,0,0
Brent Celek,3778,TE,16,PHI,32,27,84.4,398,3,82.8,78.4,86.5,26.4,57.8,14.7,179,6.6,60,21,0,2,1,1,123.7,2,0
Rashad Jennings,5174,HB,16,NYG,32,29,90.6,296,1,71.4,60.8,68.1,67.6,79.9,10.2,318,11.0,51,8,2,0,1,8,115.6,0,0
Javontee Herndon,9191,WR,7,SD,32,24,75.0,195,0,59.7,58.6,43.1,82.2,66.3,8.1,105,4.4,21,8,3,0,0,2,90.0,1,0
Jordan Norwood,5358,WR,11,DEN,32,22,68.8,207,0,56.9,55.6,72.1,78.7,,9.4,72,3.3,34,11,1,2,0,2,60.3,0,0
Miles Austin,3211,WR,11,PHI,31,13,41.9,224,1,55.5,52.1,29.0,72.3,,17.2,64,4.9,39,9,3,2,0,0,51.0,2,1
Keith Mumphery,9608,WR,13,HST,31,14,45.2,129,0,48.5,47.6,36.0,29.9,,9.2,15,1.1,26,5,3,1,0,0,43.6,1,0
Marc Mariani,5745,WR,15,CHI,31,22,71.0,300,0,67.5,65.4,85.3,57.8,65.9,13.6,138,6.3,26,19,0,1,0,3,88.1,1,0
Greg Jennings,2997,WR,16,MIA,31,19,61.3,208,1,53.4,53.5,46.4,74.4,,10.9,72,3.8,31,7,3,1,0,1,78.4,0,0
Kenbrell Thompkins,8126,WR,7,NYJ,31,17,54.8,165,0,60.5,59.3,82.2,74.2,65.8,9.7,70,4.1,43,7,0,2,0,0,43.1,0,0
Justin Hunter,7815,WR,9,TEN,31,22,71.0,264,1,63.1,61.6,60.5,74.9,,12.0,41,1.9,29,12,2,0,0,0,107.5,2,0
Charcandrick West,9047,HB,13,KC,31,20,64.5,214,1,62.8,50.0,49.3,76.3,69.5,10.7,242,12.1,80,6,3,0,0,3,95.4,3,0
C.J. Anderson,8101,HB,15,DEN,31,25,80.6,183,0,66.6,60.6,74.4,61.1,84.2,7.3,147,5.9,27,6,1,0,0,7,91.3,0,0
Jonathan Grimes,7585,HB,13,HST,31,26,83.9,173,1,63.3,70.3,86.1,85.4,84.0,6.7,144,5.5,19,8,0,0,0,4,100.7,0,0
Cameron Brate,9207,TE,14,TB,30,23,76.7,288,3,66.7,66.9,85.7,75.5,62.7,12.5,52,2.3,46,14,0,1,0,0,125.4,3,2
Chris Conley,9509,WR,16,KC,30,17,56.7,199,1,60.4,60.7,54.3,74.2,,11.7,70,4.1,44,12,2,0,0,1,88.1,0,0
Percy Harvin,4945,WR,5,BUF,29,19,65.5,218,1,67.5,64.3,60.3,43.6,,11.5,92,4.8,51,10,1,0,1,4,99.5,0,0
Andre Holmes,6489,WR,16,OAK,29,14,48.3,201,4,57.8,57.0,28.1,72.7,66.1,14.4,52,3.7,49,9,5,1,0,1,96.4,0,0
Darren Fells,8549,TE,14,ARZ,28,21,75.0,311,3,70.4,69.1,60.3,74.9,58.5,14.8,141,6.7,48,15,2,0,0,3,146.6,1,0
Denard Robinson,7917,HB,11,JAX,28,21,75.0,164,0,57.9,58.3,47.8,26.3,69.0,7.8,155,7.4,16,8,3,0,0,4,89.0,0,0
Josh Hill,8200,TE,16,NO,28,16,57.1,120,2,59.7,49.8,68.0,80.1,77.8,7.5,80,5.0,19,8,1,0,0,2,91.4,2,0
Marqise Lee,8674,WR,10,JAX,28,15,53.6,191,1,61.6,62.9,40.1,75.3,,12.7,99,6.6,30,11,3,0,0,3,87.1,3,1
Ryan Mathews,5537,HB,13,PHI,27,20,74.1,146,1,62.7,52.7,38.7,48.7,69.6,7.3,161,8.1,23,5,4,1,0,4,83.3,1,0
Jermaine Gresham,5546,TE,15,ARZ,27,18,66.7,223,1,72.3,57.7,55.6,73.9,65.1,12.4,76,4.2,22,13,2,1,0,0,89.0,4,0
Jamaal Charles,4387,HB,5,KC,27,21,77.8,177,1,70.0,60.8,73.7,31.1,82.8,8.4,210,10.0,26,10,1,0,1,3,106.3,0,0
Marlon Brown,8179,WR,10,BLT,27,14,51.9,112,0,50.1,47.7,29.3,72.7,75.0,8.0,45,3.2,22,4,4,0,0,1,62.6,0,0
Antonio Andrews,9014,HB,14,TEN,27,21,77.8,174,0,67.6,62.7,71.3,76.1,84.3,8.3,180,8.6,23,9,1,1,0,8,78.1,0,0
Arian Foster,5398,HB,4,HST,27,22,81.5,227,2,67.7,86.8,49.1,58.1,81.4,10.3,167,7.6,32,13,3,1,0,8,111.0,0,0
Damien Williams,9205,HB,16,MIA,27,21,77.8,142,1,64.8,70.4,72.1,52.3,87.5,6.8,96,4.6,23,6,0,0,0,4,100.9,0,0
Joique Bell,5797,HB,13,DET,27,22,81.5,286,0,67.5,87.2,72.1,67.8,51.1,13.0,309,14.0,39,10,1,0,0,8,110.8,0,0
Donteea Dye Jr.,10074,WR,9,TB,27,11,40.7,132,1,53.7,52.8,31.6,73.5,62.3,12.0,40,3.6,44,8,3,0,1,5,68.8,1,0
Garrett Celek,7274,TE,11,SF,26,19,73.1,186,3,66.9,61.4,83.2,74.1,83.9,9.8,100,5.3,33,10,0,0,0,1,131.3,1,0
Dwayne Allen,7066,TE,13,IND,26,16,61.5,109,1,55.2,53.1,82.2,74.0,64.2,6.8,60,3.8,21,4,0,0,0,1,83.7,3,1
Jeremy Kerley,6305,WR,15,NYJ,26,16,61.5,152,2,63.4,62.8,66.7,88.2,,9.5,100,6.3,25,8,2,0,0,5,103.4,0,0
Brandon Bolden,7469,HB,12,NE,26,19,73.1,180,2,60.4,71.3,44.9,85.4,73.1,9.5,138,7.3,63,8,4,0,0,6,117.5,0,0
Todd Gurley II,9443,HB,13,SL,26,21,80.8,188,0,71.2,69.2,84.1,62.2,52.2,9.0,201,9.6,31,8,0,0,0,5,96.8,0,0
Devin Smith,9470,WR,10,NYJ,26,9,34.6,115,1,52.3,51.6,38.4,20.0,,12.8,24,2.7,22,5,2,3,0,0,22.6,0,0
Nick Williams,8005,WR,13,ATL,25,17,68.0,159,2,65.0,66.8,54.8,73.6,,9.4,103,6.1,29,11,2,1,0,1,95.3,1,0
Griff Whalen,7351,WR,12,IND,25,19,76.0,205,1,70.3,69.7,84.1,17.3,,10.8,54,2.8,38,11,0,1,1,0,96.3,0,0
Dion Sims,7888,TE,13,MIA,25,18,72.0,127,1,60.2,51.4,57.6,24.0,51.9,7.1,82,4.6,22,7,2,0,1,0,96.6,3,0
Le'Veon Bell,7829,HB,6,PIT,25,24,96.0,136,0,89.3,83.3,85.7,89.4,72.3,5.7,142,5.9,20,4,0,0,0,5,89.3,1,0
Luke Willson,7940,TE,14,SEA,25,17,68.0,213,1,70.6,73.5,68.5,73.8,50.7,12.5,101,5.9,24,11,1,0,0,5,107.6,4,1
Ed Dickson,5595,TE,16,CAR,25,17,68.0,121,2,57.8,57.4,54.3,73.6,70.7,7.1,55,3.2,17,10,2,0,0,0,105.6,2,2
Eddie Lacy,7842,HB,15,GB,25,20,80.0,188,2,70.8,57.9,70.7,38.1,78.6,9.4,220,11.0,28,7,1,0,1,4,124.7,0,0
J.J. Nelson,9592,WR,11,ARZ,24,11,45.8,299,2,82.2,83.9,60.6,74.7,,27.2,60,5.5,64,11,1,3,0,1,80.4,2,1
Jerick McKinnon,8731,HB,16,MIN,24,21,87.5,173,1,73.9,80.0,72.1,84.7,75.0,8.2,179,8.5,30,9,1,0,0,4,110.6,0,0
Chris Polk,7532,HB,15,HST,24,16,66.7,109,1,53.9,48.4,40.6,88.1,52.2,6.8,64,4.0,12,5,3,0,0,0,90.5,0,0
Chris Matthews,6820,WR,13,BLT,24,13,54.2,151,1,62.9,65.2,63.2,72.3,,11.6,43,3.3,21,9,1,1,0,1,70.0,3,0
Jason Avant,3054,WR,16,KC,24,15,62.5,119,0,55.0,51.0,81.1,73.0,68.1,7.9,50,3.3,20,5,0,0,0,1,74.8,1,0
Matt Jones,9528,HB,13,WAS,23,19,82.6,304,1,49.2,43.4,33.8,26.8,49.5,16.0,264,13.9,78,10,3,0,1,6,133.2,1,0
Brice Butler,7991,WR,7,DAL,23,12,52.2,258,0,68.0,67.8,80.0,72.3,,21.5,97,8.1,67,10,2,2,0,1,56.1,0,0
C.J. Fiedorowicz,8700,TE,16,HST,23,17,73.9,167,1,61.4,48.2,61.1,23.2,78.2,9.8,77,4.5,25,9,1,1,1,0,90.3,4,0
Bennie Fowler,8914,WR,14,DEN,22,16,72.7,203,0,69.1,66.3,81.7,73.3,65.8,12.7,102,6.4,41,11,0,0,0,6,101.1,0,0
Andre Caldwell,4411,WR,14,DEN,22,10,45.5,72,2,51.3,50.3,43.8,76.5,,7.2,17,1.7,24,4,2,2,0,0,46.0,1,0
Mike Tolbert,4740,FB,16,CAR,22,18,81.8,154,3,65.6,70.0,82.7,87.3,74.6,8.6,143,7.9,40,8,0,0,0,7,135.4,0,0
Andre Roberts,5612,WR,9,WAS,22,11,50.0,135,0,51.3,50.7,43.5,76.2,67.1,12.3,41,3.7,38,5,2,0,0,1,69.3,0,0
Matt Asiata,6432,HB,16,MIN,22,19,86.4,132,0,64.4,63.6,60.3,81.4,72.8,6.9,205,10.8,22,5,2,0,0,4,91.7,0,0
Lance Dunbar,7332,HB,4,DAL,22,21,95.5,215,0,80.2,90.8,84.9,79.6,42.6,10.2,146,7.0,39,9,0,0,0,4,107.4,0,0
Derek Carrier,7406,TE,12,WAS,22,17,77.3,141,1,63.6,61.7,68.7,73.9,79.3,8.3,82,4.8,20,4,1,1,0,4,89.4,2,0
Travaris Cadet,7457,HB,7,NO,22,17,77.3,214,1,61.1,72.7,68.7,79.1,28.0,12.6,158,9.3,44,9,2,0,0,3,122.2,0,0
Stedman Bailey,7873,WR,8,SL,22,12,54.5,182,1,58.8,56.6,45.7,71.9,,15.2,71,5.9,68,7,2,0,0,1,97.2,1,0
Jaelen Strong,9503,WR,10,HST,22,14,63.6,161,3,64.6,63.0,64.7,72.7,72.0,11.5,70,5.0,42,9,1,1,0,1,106.3,0,0
Blake Bell,9550,TE,14,SF,22,15,68.2,186,0,50.4,51.0,66.7,73.3,49.0,12.4,95,6.3,48,5,1,0,0,0,94.1,0,0
Bradley Marquez,9914,WR,12,SL,22,13,59.1,88,0,63.3,60.2,80.6,80.0,,6.8,24,1.8,14,3,0,1,0,0,49.1,0,0
Isaiah Crowell,9295,HB,16,CLV,21,19,90.5,182,1,63.0,62.5,69.9,90.6,69.6,9.6,220,11.6,53,6,1,0,0,5,118.7,1,0
De'Anthony Thomas,8759,WR,9,KC,21,17,81.0,140,1,62.8,61.9,69.6,54.2,,8.2,155,9.1,36,6,1,0,0,3,110.3,0,0
Nick Boyle,9604,TE,11,BLT,21,18,85.7,153,0,74.9,75.7,83.2,74.1,76.8,8.5,100,5.6,25,10,0,0,0,3,97.0,3,0
Bishop Sankey,8689,HB,10,TEN,21,14,66.7,139,1,53.2,33.8,28.1,29.0,82.7,9.9,151,10.8,30,8,5,0,0,5,101.1,0,0
Khiry Robinson,8514,HB,8,NO,20,17,85.0,115,0,61.2,80.0,67.7,88.9,83.0,6.8,150,8.8,22,4,1,0,0,9,90.6,2,0
Darius Jennings,10038,WR,4,CLV,20,14,70.0,117,0,61.0,57.0,37.9,26.0,,8.4,40,2.9,16,7,4,0,1,1,84.8,0,0
Jaron Brown,8128,WR,15,ARZ,20,11,55.0,144,1,61.6,57.5,46.3,80.0,77.0,13.1,29,2.6,39,8,2,0,0,1,94.6,1,1
Tre Mason,8710,HB,12,SL,20,18,90.0,88,0,59.8,68.5,69.0,26.4,69.6,4.9,114,6.3,16,4,0,0,0,10,85.0,1,0
Marshawn Lynch,3628,HB,7,SEA,20,13,65.0,80,0,88.0,60.3,63.5,89.2,62.4,6.2,83,6.4,19,5,1,3,0,8,33.3,1,0
Wes Welker,2204,WR,8,SL,20,13,65.0,102,0,66.4,65.8,63.2,74.0,,7.8,49,3.8,14,5,1,1,0,0,56.7,0,0
Bruce Ellington,8741,WR,13,SF,19,13,68.4,153,0,63.1,63.4,63.2,31.3,,11.8,110,8.5,44,4,1,0,1,2,92.7,2,2
Chris Gragg,8004,TE,12,BUF,19,12,63.2,150,0,62.3,57.9,80.0,72.3,62.5,12.5,55,4.6,29,8,0,0,0,3,87.6,0,0
Jerome Simpson,4360,WR,5,SF,19,5,26.3,54,1,55.3,56.6,29.2,68.0,,10.8,15,3.0,16,4,2,2,0,0,17.5,1,0
Jeremy Hill,8690,HB,16,CIN,19,15,78.9,79,1,60.1,44.6,38.4,57.6,66.0,5.3,86,5.7,14,5,3,0,0,3,101.5,1,0
Jonathan Stewart,4327,HB,13,CAR,18,16,88.9,99,1,73.2,55.7,68.7,59.8,78.8,6.2,117,7.3,15,5,2,0,0,7,108.1,1,0
T.J. Jones,8824,WR,6,DET,18,10,55.6,132,1,62.1,58.8,58.9,79.0,,13.2,47,4.7,29,5,1,1,0,1,74.3,0,0
Clay Harbor,5648,TE,15,JAX,18,14,77.8,149,1,59.5,58.7,65.6,73.0,74.4,10.6,55,3.9,26,9,1,1,0,0,96.5,0,0
Garrett Graham,5642,TE,8,HST,18,4,22.2,30,1,40.3,37.8,25.6,68.0,65.9,7.5,10,2.5,9,1,5,1,0,0,35.0,1,0
Cooper Helfet,7737,TE,11,SEA,18,13,72.2,130,0,59.6,56.0,47.7,72.3,56.1,10.0,76,5.8,20,7,2,0,0,1,92.4,1,0
Aaron Dobson,7840,WR,6,NE,18,13,72.2,141,0,60.4,60.5,63.5,72.3,,10.8,35,2.7,24,9,2,0,0,0,94.9,1,0
Myles White,8243,WR,12,NYG,18,7,38.9,88,1,57.2,57.9,35.3,70.1,,12.6,9,1.3,28,4,2,0,0,0,73.4,1,0
Ty Montgomery,9527,WR,6,GB,18,15,83.3,136,2,56.8,57.5,66.7,77.8,,9.1,94,6.3,31,6,1,0,0,5,135.2,2,0
Andre Ellington,7968,HB,10,ARZ,17,15,88.2,148,0,67.7,66.2,81.1,49.1,41.7,9.9,84,5.6,32,8,0,0,0,0,102.9,0,0
Louis Murphy Jr.,5048,WR,6,TB,17,10,58.8,198,0,64.3,62.4,58.5,71.1,,19.8,40,4.0,54,6,1,0,0,1,99.6,1,0
Brandon Myers,5126,TE,11,TB,16,12,75.0,127,0,59.9,52.1,46.3,71.9,64.6,10.6,22,1.8,17,8,2,2,0,1,58.1,0,0
Alfred Blue,8816,HB,14,HST,16,15,93.8,109,1,62.5,59.3,81.1,65.1,75.1,7.3,70,4.7,21,2,0,0,0,2,115.9,0,0
Patrick DiMarco,6997,FB,16,ATL,16,13,81.3,110,2,86.7,68.5,80.0,73.6,57.4,8.5,52,4.0,19,9,0,0,0,0,134.9,0,0
Cameron Meredith,10008,WR,9,CHI,16,11,68.8,120,0,62.4,62.1,60.6,71.5,,10.9,43,3.9,22,5,1,1,0,2,64.6,0,0
Rex Burkhead,7971,WR,12,CIN,15,10,66.7,94,1,59.6,71.3,58.9,22.2,,9.4,32,3.2,27,4,1,0,0,0,106.0,0,0
Tim Wright,8392,TE,9,DET,15,9,60.0,77,2,47.5,51.4,29.2,70.6,79.0,8.6,26,2.9,26,6,3,1,0,0,85.3,0,0
Adam Thielen,8288,WR,13,MIN,15,12,80.0,144,0,65.3,60.8,61.8,80.4,,12.0,50,4.2,30,5,1,0,0,1,106.7,0,0
Jim Dray,5756,TE,16,CLV,15,6,40.0,61,0,48.8,39.7,29.8,68.8,63.0,10.2,35,5.8,18,3,2,0,0,0,52.4,3,0
Branden Oliver,9286,HB,6,SD,15,13,86.7,112,0,74.9,90.0,81.1,82.9,45.3,8.6,140,10.8,17,5,0,0,0,3,97.8,0,0
Jerome Cunningham,9400,TE,9,NYG,15,8,53.3,59,0,51.1,38.7,35.7,70.1,55.1,7.4,31,3.9,16,4,2,0,0,0,62.9,0,0
Jared Abbrederis,8811,WR,7,GB,14,9,64.3,111,0,60.4,59.0,56.7,21.0,,12.3,19,2.1,32,5,1,0,1,0,88.7,0,0
James Hanna,7175,TE,14,DAL,14,9,64.3,79,0,64.1,48.4,38.4,70.6,74.7,8.8,77,8.6,17,4,2,0,0,0,79.2,2,1
Rhett Ellison,7128,TE,15,MIN,14,11,78.6,124,1,76.6,63.4,61.2,71.8,71.7,11.3,125,11.4,41,5,1,0,0,2,127.4,1,0
Jack Doyle,8520,TE,15,IND,14,12,85.7,72,1,74.2,77.6,81.4,80.1,55.1,6.0,56,4.7,19,6,0,0,0,2,111.9,1,0
Fozzy Whittaker,8547,HB,13,CAR,14,12,85.7,64,0,68.6,53.9,62.1,82.1,75.7,5.3,113,9.4,15,2,1,1,0,2,56.0,0,0
DuJuan Harris,6595,HB,4,SF,14,9,64.3,97,0,70.5,89.4,77.3,46.6,74.4,10.8,101,11.2,31,5,0,0,0,3,84.5,0,0
Jeremy Ross,6476,WR,6,OAK,14,9,64.3,88,0,65.3,63.0,56.7,27.8,,9.8,70,7.8,18,4,1,0,0,2,81.8,0,0
Virgil Green,6356,TE,16,DEN,14,12,85.7,173,1,73.6,78.7,80.6,72.7,74.0,14.4,124,10.3,32,9,0,0,0,3,142.0,0,0
Hakeem Nicks,4952,WR,6,NYG,14,7,50.0,54,0,51.8,52.1,52.1,69.5,,7.7,21,3.0,19,2,1,2,0,0,20.2,0,0
Carlos Hyde,8692,HB,7,SF,14,11,78.6,53,0,74.2,58.2,60.6,50.2,72.3,4.8,62,5.6,11,4,1,0,0,3,82.4,0,0
Michael Hoomanawanui,5655,TE,14,NO,14,11,78.6,76,3,59.6,52.8,60.6,21.7,63.3,6.9,28,2.5,19,4,1,0,1,0,128.9,3,0
Lee Smith,6311,TE,15,OAK,13,12,92.3,70,1,68.8,49.5,80.3,72.2,75.5,5.8,65,5.4,17,3,0,0,0,1,114.7,6,0
Jeff Cumberland,5861,TE,14,NYJ,13,5,38.5,77,0,55.7,52.0,45.8,90.7,70.2,15.4,55,11.0,44,3,1,0,0,0,58.8,0,0
Tyler Kroft,9518,TE,15,CIN,13,11,84.6,129,1,65.9,58.7,62.7,72.2,81.4,11.7,72,6.5,22,7,1,0,0,1,133.7,3,1
Bruce Miller,6363,FB,16,SF,13,10,76.9,135,0,71.7,73.1,58.5,80.8,64.1,13.5,101,10.1,52,5,1,0,0,1,109.5,1,0
Rashad Ross,8061,WR,12,WAS,13,8,61.5,184,1,70.1,69.9,54.5,82.6,,23.0,60,7.5,71,5,1,0,0,1,131.1,0,0
Ahmad Bradshaw,3866,HB,6,IND,13,10,76.9,64,3,54.7,47.8,29.9,80.8,65.9,6.4,57,5.7,10,5,4,0,0,3,126.3,0,0
Dwayne Bowe,3639,WR,7,CLV,13,5,38.5,53,0,61.9,59.6,73.4,68.0,,10.6,12,2.4,16,3,0,1,0,1,19.1,0,0
Craig Stevens,4399,TE,16,TEN,13,12,92.3,121,2,87.9,70.6,79.4,71.9,69.8,10.1,40,3.3,27,5,0,0,0,0,145.0,2,2
Charles Johnson,7998,WR,10,MIN,13,9,69.2,127,0,64.7,63.9,58.9,71.1,,14.1,25,2.8,35,5,0,1,0,1,68.4,1,0
Tim Hightower,4463,HB,6,NO,13,12,92.3,129,0,78.8,79.1,80.0,87.9,54.6,10.8,138,11.5,27,7,0,0,0,1,108.0,0,0
Brandon Pettigrew,4943,TE,8,DET,13,7,53.8,67,1,58.2,52.2,32.2,69.5,64.8,9.6,38,5.4,21,4,2,1,0,2,62.0,2,0
Devin Street,8781,WR,15,DAL,13,7,53.8,114,1,57.8,57.8,35.3,19.2,,16.3,14,2.0,25,7,1,1,1,0,77.1,2,0
Gavin Escobar,7828,TE,14,DAL,13,8,61.5,64,1,58.8,53.7,76.5,18.5,83.5,8.0,34,4.3,22,5,0,0,1,0,99.5,0,0
MyCole Pruitt,9576,TE,16,MIN,13,10,76.9,89,0,64.4,63.9,78.7,80.0,78.4,8.9,44,4.4,32,3,1,0,0,3,94.7,1,0
Justin Perillo,9248,TE,9,GB,13,11,84.6,102,1,70.8,70.5,78.7,71.5,79.1,9.3,22,2.0,24,5,0,0,0,0,125.0,0,0
Chris Owusu,7276,WR,3,NYJ,13,6,46.2,80,0,59.0,57.2,75.6,71.7,62.3,13.3,23,3.8,43,2,0,0,0,0,66.2,0,0
Kenjon Barner,7963,HB,6,PHI,12,9,75.0,22,0,47.9,30.3,29.1,28.6,82.8,2.4,46,5.1,12,1,3,0,0,2,77.1,0,0
Chris Johnson,4338,HB,11,ARZ,12,6,50.0,58,0,48.9,38.6,29.7,65.6,59.3,9.7,67,11.2,40,1,2,0,0,1,63.9,2,0
Karlos Williams,9588,HB,11,BUF,12,11,91.7,96,2,75.1,44.0,60.2,48.4,84.0,8.7,46,4.2,26,4,1,0,1,1,139.6,1,0
Demetrius Harris,8524,TE,16,KC,12,7,58.3,74,1,59.1,50.9,35.3,70.1,64.2,10.6,21,3.0,25,2,2,1,0,1,69.4,1,1
Roy Helu,6257,HB,8,OAK,12,9,75.0,75,1,59.4,67.9,57.0,90.2,85.6,8.3,89,9.9,15,6,1,0,0,5,118.4,0,0
Luke Stocker,6256,TE,14,TB,12,9,75.0,61,1,65.8,50.6,56.7,70.6,75.6,6.8,39,4.3,14,3,1,0,0,0,113.5,0,0
Terron Ward,9778,HB,12,ATL,12,9,75.0,73,0,55.1,59.4,77.3,84.0,49.2,8.1,62,6.9,18,0,0,0,0,0,89.9,2,1
Mike Davis,9559,HB,6,SF,12,7,58.3,38,0,55.7,62.7,75.6,81.4,79.5,5.4,40,5.7,11,1,0,1,0,1,29.2,0,0
Daniel Brown,10144,WR,5,BLT,11,6,54.5,64,0,64.7,64.2,75.6,69.5,,10.7,27,4.5,31,4,0,1,0,0,33.9,1,0
Donald Brown,4950,HB,6,SD,11,8,72.7,88,0,71.7,43.3,35.7,84.6,83.0,11.0,110,13.8,31,2,2,0,0,2,96.0,0,0
Jamize Olawale,7572,FB,14,OAK,11,9,81.8,84,0,72.8,64.9,77.3,79.5,69.1,9.3,68,7.6,15,5,0,0,0,2,98.5,0,0
Cody Latimer,8691,WR,12,DEN,11,6,54.5,59,1,56.3,52.6,29.7,70.6,,9.8,32,5.3,15,4,2,1,0,1,62.3,1,0
Jay Ajayi,9582,HB,9,MIA,11,7,63.6,90,0,75.2,53.0,35.3,86.0,88.3,12.9,85,12.1,20,5,2,0,0,2,89.2,0,0
Alfred Morris,7165,HB,16,WAS,11,10,90.9,55,0,59.6,57.4,78.0,90.7,58.0,5.5,38,3.8,12,2,0,0,0,0,87.5,0,0
Levine Toilolo,7915,TE,16,ATL,11,7,63.6,44,0,56.8,47.0,76.5,70.1,72.0,6.3,25,3.6,11,3,1,0,0,1,71.8,4,0
John Phillips,5132,TE,12,SD,11,10,90.9,69,1,73.9,72.3,78.7,88.5,68.3,6.9,24,2.4,15,6,0,0,0,0,123.1,1,0
Thomas Rawls,9993,HB,12,SEA,11,9,81.8,76,1,82.3,48.9,38.7,74.6,63.7,8.4,76,8.4,31,2,2,0,0,2,125.8,1,0
Preston Parker,5950,WR,2,NYG,11,5,45.5,43,0,41.5,40.8,26.4,68.0,,8.6,32,6.4,15,1,4,0,0,0,56.3,0,0
Reggie Bush,2947,HB,5,SF,10,4,40.0,19,0,56.0,61.6,72.1,75.1,27.1,4.8,26,6.5,8,1,0,0,0,0,47.9,0,0
Kendall Gaskins,8390,HB,5,SF,10,8,80.0,69,0,57.3,42.8,35.3,77.3,70.8,8.6,51,6.4,16,3,2,0,0,0,95.4,0,0
Brenton Bersin,7516,WR,7,CAR,10,9,90.0,119,0,78.1,74.8,77.3,22.8,,13.2,34,3.8,30,6,0,0,1,1,116.2,0,0
Joseph Randle,7933,HB,6,DAL,10,10,100.0,86,0,75.4,82.4,78.7,59.6,71.6,8.6,80,8.0,25,5,0,0,0,0,102.5,0,0
Dan Herron,7179,HB,8,IND,10,9,90.0,47,0,61.2,67.2,77.3,32.2,80.6,5.2,35,3.9,9,1,0,1,0,0,46.7,0,0
Jesse James,9593,TE,8,PIT,10,8,80.0,56,1,67.1,60.0,77.3,70.6,63.5,7.0,25,3.1,20,2,0,0,0,2,123.3,0,0
Tevin Coleman,9506,HB,12,ATL,10,2,20.0,14,0,41.1,29.6,27.0,28.1,65.7,7.0,12,6.0,10,0,3,1,0,0,0.0,0,0
Pierre Thomas,4080,HB,4,WAS,10,9,90.0,84,0,64.0,78.3,77.3,77.6,54.5,9.3,61,6.8,15,4,0,0,0,3,101.7,0,0
