player,player_id,position,player_game_count,team_name,grades_return,total_attempts,grades_kick_return,kickoff_attempts,kickoff_yards,kickoff_long,kickoff_ypa,kickoff_touchdowns,kickoff_fair_catches,kickoff_muffed_returns,grades_punt_return,punt_attempts,punt_yards,punt_long,punt_ypa,punt_touchdowns,punt_fair_catches,punt_muffed_returns
Nick Boyle,9604,TE,11,BLT,,1,,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Keith Mumphery,9608,WR,16,HST,52.4,50,49.1,14,338,41,24.1,0,0,0,60.1,36,280,20,7.8,0,14,0
Kaelin Clay,9617,WR,7,BLT,75.1,37,66.8,14,343,39,24.5,0,0,0,76.1,23,244,82,10.6,1,3,0
Aaron Ripkowski,9639,FB,15,GB,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Bryce Hager,9657,LB,16,SL,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Marcus Murphy,9663,HB,13,NO,56.4,41,60.7,13,300,35,23.1,0,0,0,53.1,28,261,74,9.3,1,7,0
Tre McBride,9678,WR,7,TEN,53.6,10,54.3,10,191,31,19.1,0,0,0,,0,0,0,,0,0,0
DeAndrew White,9697,WR,4,SF,41.1,7,42.1,6,142,30,23.7,0,0,0,60.1,1,4,4,4.0,0,0,0
Quan Bray,9700,WR,9,IND,79.3,42,76.6,21,570,60,27.1,0,0,0,68.7,21,166,33,7.9,0,7,0
Tyler Varga,9712,HB,3,IND,68.8,6,67.9,6,151,30,25.2,0,0,0,,0,0,0,,0,0,0
Terron Ward,9778,HB,13,ATL,,1,,1,10,10,10.0,0,0,0,,0,0,0,,0,0,0
Raheem Mostert,9783,HB,11,CLV,61.0,19,60.9,19,529,53,27.8,0,0,0,,0,0,0,,0,0,0
Zach Vigil,9824,LB,16,MIA,,1,,1,6,6,6.0,0,0,0,,0,0,0,,0,0,0
Corey Grant,9827,HB,6,JAX,57.6,8,57.8,8,220,42,27.5,0,0,0,,0,0,0,,0,0,0
Nick Marshall,9829,CB,13,JAX,45.2,18,64.4,13,345,36,26.5,0,0,0,27.0,5,30,20,6.0,0,1,0
Akeem Hunt,9839,HB,7,HST,54.8,1,55.3,1,19,19,19.0,0,0,0,,0,0,0,,0,0,0
Lucky Whitehead,9853,WR,15,DAL,69.0,36,63.5,17,452,79,26.6,0,0,0,71.1,19,119,28,6.3,0,4,0
Terrence Magee,9864,HB,4,BLT,59.9,1,59.9,1,28,28,28.0,0,0,0,,0,0,0,,0,0,0
Bradley Marquez,9914,WR,16,SL,,2,,2,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Christopher Harper,9950,WR,5,NE,42.0,3,,0,0,0,,0,0,0,36.5,3,17,10,5.7,0,2,0
Dean Marlowe,9966,S,4,CAR,,1,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0
Rod Smith,9996,HB,11,DAL,,1,,1,26,26,26.0,0,0,0,,0,0,0,,0,0,0
Bryce Callahan,10000,CB,9,CHI,,1,,0,0,0,,0,0,0,,1,65,65,65.0,0,0,0
Cameron Meredith,10008,WR,11,CHI,,1,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0
Chandler Worthy,10028,WR,3,HST,42.7,4,59.9,1,27,27,27.0,0,0,0,37.4,3,9,7,3.0,0,0,0
Darius Jennings,10038,WR,4,CLV,63.6,7,63.3,7,158,28,22.6,0,0,0,,0,0,0,,0,0,0
Ben Edwards,10067,WR,2,NYG,59.9,1,59.9,1,20,20,20.0,0,0,0,,0,0,0,,0,0,0
Donteea Dye Jr.,10074,WR,10,TB,56.8,2,57.1,2,37,19,18.5,0,0,0,,0,0,0,,0,0,0
T.Y. McGill,10156,DI,12,IND,,1,,1,15,15,15.0,0,0,0,,0,0,0,,0,0,0
Jarryd Hayne,10255,HB,8,SF,38.9,7,60.0,0,0,0,,0,0,0,32.0,7,76,37,10.9,0,5,0
