player,player_id,position,player_game_count,team_name,snaps,run_snaps,run_tackles,run_assists,run_misses,run_stops,run_tackle_efficiency,pass_snaps,pass_tackles,pass_assists,pass_misses,pass_stops,pass_tackle_efficiency,combined_tackle_efficiency
Cam Thomas,5669,DI,16,LA,373,186,10,7,1,8,18.0,187,2,0,0,2,1.0e3,20.0
Tony Jefferson,8361,S,14,ARZ,882,348,44,10,3,27,19.0,534,35,4,2,8,20.5,19.6
Prince Amukamara,6171,CB,14,JAX,838,321,11,3,0,3,1.0e3,517,41,0,3,13,14.7,19.3
Star Lotulelei,7795,DI,16,CAR,673,230,6,6,0,4,1.0e3,443,6,0,1,6,7.0,19.0
Kenneth Acker,8815,CB,5,KC,142,51,4,0,1,2,5.0,91,13,1,0,1,1.0e3,19.0
Steve Williams,7927,CB,6,LA,208,47,3,0,0,0,1.0e3,161,15,0,1,1,16.0,19.0
Brandon Marshall,7648,LB,11,DEN,557,258,28,13,1,16,42.0,299,11,2,2,5,7.5,19.0
Devon Kennard,8809,LB,16,NYG,505,214,28,12,1,19,41.0,291,12,1,2,4,7.5,18.7
Darqueze Dennard,8659,CB,15,CIN,317,86,7,0,0,2,1.0e3,231,26,2,2,9,15.0,18.5
Ziggy Hood,4955,DI,16,WAS,629,265,26,7,2,19,17.5,364,2,0,0,2,1.0e3,18.5
Valentino Blake,7362,CB,10,TEN,350,82,4,1,1,3,6.0,268,30,0,1,5,31.0,18.5
Jeff Heath,8396,S,12,DAL,231,35,2,0,1,0,3.0,196,15,0,0,3,1.0e3,18.0
Dan Williams,5551,DI,16,OAK,347,164,11,5,0,8,1.0e3,183,0,1,1,0,2.0,18.0
Anthony Harris,9895,S,7,MIN,230,117,18,4,0,6,1.0e3,113,12,0,2,1,7.0,18.0
Al Woods,5646,DI,12,TEN,231,127,12,3,0,10,1.0e3,104,2,0,1,0,3.0,18.0
Pat Sims,4391,DI,16,CIN,387,201,21,12,2,16,17.5,186,1,0,0,1,1.0e3,18.0
Christian Kirksey,8706,LB,16,CLV,1065,477,72,21,3,46,32.0,588,39,3,5,17,9.4,17.9
Captain Munnerlyn,5140,CB,15,MIN,611,173,8,5,1,2,14.0,438,35,2,2,11,19.5,17.7
Cedric Thornton,6607,DI,13,DAL,264,102,10,3,1,8,14.0,162,3,0,0,3,1.0e3,17.0
Benson Mayowa,8196,ED,13,DAL,370,130,13,2,0,10,1.0e3,240,1,0,1,6,2.0,17.0
Cameron Heyward,6183,DI,7,PIT,340,115,9,3,0,7,1.0e3,225,4,0,1,5,5.0,17.0
Ezekiel Ansah,8094,ED,13,DET,467,158,17,9,0,11,1.0e3,309,3,3,2,4,4.0,17.0
Brian Cushing,4938,LB,13,HST,575,244,36,11,3,28,16.7,331,15,2,1,5,18.0,17.0
Jimmie Ward,8665,CB,11,SF,638,280,11,3,1,3,15.0,358,32,2,2,9,18.0,17.0
Perry Riley,5627,LB,11,OAK,590,242,27,5,1,17,33.0,348,16,0,2,4,9.0,17.0
Keanu Neal,10651,S,14,ATL,877,273,25,5,2,7,16.0,604,58,7,4,13,17.3,16.8
Bobby Wagner,7050,LB,16,SEA,1011,425,74,18,6,41,16.3,586,45,4,3,19,17.3,16.7
James Harrison,1251,ED,15,PIT,557,196,22,7,2,16,15.5,361,14,3,1,9,18.0,16.3
Calais Campbell,4364,DI,16,ARZ,783,301,31,9,1,24,41.0,482,5,0,2,10,3.5,16.0
Donte Whitner,2953,S,11,WAS,536,203,24,8,2,7,17.0,333,25,3,2,2,15.0,16.0
Will Sutton III,8717,DI,8,CHI,163,87,10,5,0,7,1.0e3,76,0,0,1,0,1.0,16.0
Tank Carradine,7821,ED,12,SF,221,120,7,3,0,5,1.0e3,101,5,0,1,3,6.0,16.0
Cullen Jenkins,1637,DI,15,WAS,288,111,13,1,1,11,15.0,177,1,0,0,1,1.0e3,16.0
William Gholston,7908,ED,14,TB,559,261,30,10,3,25,14.3,298,2,3,0,4,1.0e3,16.0
Charles James II,8120,CB,12,IND,156,55,3,1,0,2,1.0e3,101,11,0,1,1,12.0,16.0
Damon Harrison Sr.,7355,DI,16,NYG,649,311,61,9,5,49,15.0,338,4,0,0,3,1.0e3,15.8
Vincent Rey,5811,LB,16,CIN,561,224,31,10,1,21,42.0,337,28,4,4,15,9.0,15.6
Cam Johnson,7221,ED,12,CLV,338,211,22,6,1,16,29.0,127,1,0,1,4,2.0,15.5
David Harris,3663,LB,15,NYJ,872,361,37,13,4,22,13.5,511,36,1,2,17,19.5,15.5
Benardrick McKinney,9476,LB,16,HST,860,329,53,15,4,29,18.0,531,42,5,4,22,12.8,15.4
A.J. Bouye,8110,CB,15,HST,674,228,9,2,1,2,12.0,446,43,3,3,19,16.3,15.3
Mike Mitchell,4970,S,16,PIT,958,332,23,8,1,5,32.0,626,36,4,4,5,11.0,15.2
Tavon Wilson,7051,S,15,DET,672,291,32,9,2,18,21.5,381,41,3,4,14,12.0,15.2
Arthur Jones,5680,DI,8,IND,308,163,19,9,1,12,29.0,145,0,0,1,0,1.0,15.0
Jason Verrett,8660,CB,4,SD,249,79,2,0,0,0,1.0e3,170,11,1,1,2,13.0,15.0
Mitch Unrein,6031,DI,13,CHI,419,214,18,7,0,17,1.0e3,205,1,2,2,2,2.5,15.0
Anthony Zettel,10836,ED,13,DET,204,102,12,2,0,7,1.0e3,102,0,0,1,1,1.0,15.0
Antoine Bethea,3152,S,16,SF,1076,504,49,10,3,20,20.7,572,49,4,5,11,11.6,15.0
Stephone Anthony,9464,ED,8,NO,128,75,8,2,1,6,11.0,53,3,1,0,1,1.0e3,15.0
Adolphus Washington,10714,DI,15,BUF,307,172,11,2,1,10,14.0,135,1,0,0,4,1.0e3,15.0
DeForest Buckner,10641,DI,15,SF,962,460,44,18,4,27,16.5,502,6,2,1,8,9.0,15.0
Jarvis Jenkins,6193,DI,16,KC,241,107,12,1,1,9,14.0,134,1,0,0,0,1.0e3,15.0
Tamba Hali,2965,ED,16,KC,563,170,17,6,0,10,1.0e3,393,4,1,2,5,3.5,15.0
Ricky Jean Francois,5168,DI,16,WAS,422,207,17,7,2,15,13.0,215,2,1,0,2,1.0e3,14.5
Shaquil Barrett,9000,ED,16,DEN,390,185,18,4,2,16,12.0,205,4,1,0,4,1.0e3,14.5
James Bradberry,10696,CB,13,CAR,780,272,14,1,2,4,8.5,508,36,2,2,8,20.0,14.3
Xavier Rhodes,7806,CB,14,MIN,759,301,12,2,1,6,15.0,458,36,3,3,6,14.0,14.3
Jairus Byrd,4965,S,16,NO,863,310,13,9,2,5,12.0,553,50,8,4,9,15.5,14.3
Dominique Easley,8664,DI,16,LA,444,158,17,4,2,13,11.5,286,5,0,0,6,1.0e3,14.0
Alterraun Verner,5628,CB,8,TB,232,74,3,0,1,1,4.0,158,10,0,0,1,1.0e3,14.0
Joey Bosa,10637,ED,12,SD,538,194,20,3,2,16,12.5,344,3,0,0,13,1.0e3,14.0
Antonio Cromartie,2964,CB,4,IND,191,63,0,0,1,0,1.0,128,13,0,0,1,1.0e3,14.0
Quinton Dial,7939,DI,14,SF,464,284,26,12,3,18,13.7,180,1,0,0,0,1.0e3,14.0
Elandon Roberts,10848,LB,12,NE,257,124,21,3,2,11,13.0,133,13,2,1,5,16.0,14.0
Jake Ryan,9562,LB,13,GB,537,236,39,12,2,26,26.5,301,20,4,4,5,7.0,13.5
Keith Tandy,7166,S,15,TB,383,157,24,5,2,9,15.5,226,19,2,2,3,11.5,13.5
Marcus Gilchrist,6202,S,13,NYJ,790,303,22,2,3,3,9.0,487,23,3,1,3,27.0,13.5
Sean Lee,5580,LB,15,DAL,931,292,50,16,4,34,17.5,639,58,13,7,23,11.1,13.5
Bruce Irvin,7021,ED,16,OAK,870,339,32,3,3,22,12.7,531,14,1,1,13,16.0,13.5
Sheldon Richardson,7794,ED,15,NYJ,736,314,43,11,3,33,19.0,422,8,0,2,7,5.0,13.4
Vince Williams,7988,LB,11,PIT,257,104,15,5,1,11,21.0,153,14,3,2,5,9.5,13.3
William Hayes,4417,ED,14,LA,489,184,26,6,2,19,17.0,305,4,0,1,8,5.0,13.0
Justin Bethel,7654,CB,8,ARZ,258,92,5,1,2,3,4.0,166,18,0,0,6,1.0e3,13.0
Wallace Gilberry,4763,ED,9,CIN,252,61,7,2,0,5,1.0e3,191,2,1,1,3,4.0,13.0
Demontre Hurst,8359,S,9,CHI,209,73,3,0,1,1,4.0,136,8,1,0,3,1.0e3,13.0
Clayton Geathers,9542,S,9,IND,529,184,23,5,1,12,29.0,345,30,2,4,9,9.0,13.0
Dee Ford,8658,ED,15,KC,757,275,17,3,2,14,11.0,482,3,1,0,12,1.0e3,13.0
Frank Zombo,5945,ED,16,KC,468,231,21,2,3,12,8.7,237,11,2,0,2,1.0e3,13.0
Jordan Jenkins,10717,ED,14,NYJ,497,261,16,8,3,11,9.0,236,6,6,0,7,1.0e3,13.0
Ricardo Mathews,5761,DI,16,PIT,300,109,9,3,0,8,1.0e3,191,0,0,1,1,1.0,13.0
Ramik Wilson,9551,LB,11,KC,503,229,52,17,4,22,18.3,274,13,1,3,8,5.7,12.9
Casey Hayward Jr.,7064,CB,16,SD,947,347,11,1,2,8,7.0,600,46,1,3,10,16.7,12.8
Corey Nelson,8876,LB,16,DEN,517,221,26,11,3,11,13.3,296,20,2,2,6,12.0,12.8
Trey Flowers,9534,ED,16,NE,543,162,24,7,1,15,32.0,381,3,1,2,9,3.0,12.7
Preston Brown,8708,LB,16,BUF,1011,438,53,29,5,34,17.4,573,30,5,5,12,8.0,12.7
Nick Fairley,6165,DI,16,NO,691,228,25,6,0,18,1.0e3,463,3,1,3,7,2.3,12.7
DeShawn Shead,7450,CB,15,SEA,869,352,19,4,1,12,24.0,517,44,3,5,8,10.4,12.7
Koa Misi,5565,LB,3,MIA,121,62,15,3,1,6,19.0,59,5,0,1,1,6.0,12.5
Datone Jones,7807,ED,15,GB,523,191,18,4,0,16,1.0e3,332,1,0,2,1,1.5,12.5
Nate Allen,5562,S,7,OAK,225,93,11,5,1,7,17.0,132,7,0,1,0,8.0,12.5
Robert Alford,7841,CB,16,ATL,1030,332,9,4,1,1,14.0,698,42,2,4,12,12.0,12.4
Edwin Jackson,9800,LB,10,IND,474,202,25,5,2,15,16.0,272,25,2,3,9,10.0,12.4
Chris Baker,5188,DI,16,WAS,749,286,30,12,3,20,15.0,463,1,2,1,4,4.0,12.3
Kendall Fuller,10718,CB,11,WAS,450,124,5,1,1,3,7.0,326,33,6,3,7,14.0,12.3
Reshad Jones,5686,S,6,MIA,413,184,22,4,2,11,14.0,229,16,3,2,6,10.5,12.3
Terrell McClain,6217,DI,15,DAL,448,166,18,12,3,17,11.0,282,4,0,0,5,1.0e3,12.3
Rafael Bush,5779,S,16,DET,460,134,14,4,2,6,10.0,326,25,2,2,10,14.5,12.3
Bashaud Breeland,8737,CB,14,WAS,735,288,15,5,4,6,6.0,447,44,3,2,11,24.5,12.2
Terrence Fede,8868,ED,9,MIA,163,84,6,3,1,4,10.0,79,1,1,0,0,1.0e3,12.0
Bryce Callahan,10000,CB,11,CHI,460,163,3,2,0,1,1.0e3,297,27,1,3,10,10.3,12.0
Mike Hull,9815,LB,5,MIA,102,41,6,0,0,2,1.0e3,61,3,2,1,1,6.0,12.0
Aqib Talib,4334,CB,13,DEN,816,343,6,6,1,4,13.0,473,31,1,3,8,11.7,12.0
David Bass,8016,ED,13,TEN,206,71,6,1,0,5,1.0e3,135,4,0,1,2,5.0,12.0
Jimmy Smith,6179,CB,11,BLT,551,194,2,2,0,2,1.0e3,357,28,1,3,8,10.7,12.0
Morgan Burnett,5596,S,15,GB,906,325,31,4,4,14,9.8,581,49,4,4,15,14.3,12.0
Jadeveon Clowney,8636,ED,14,HST,689,243,36,4,2,29,21.0,446,4,0,2,7,3.0,12.0
Eric Rowe,9480,CB,9,NE,437,161,7,0,1,4,8.0,276,14,1,1,4,16.0,12.0
Chris Jones,10671,DI,16,KC,548,205,16,6,2,13,12.0,343,0,0,0,2,,12.0
Lorenzo Mauldin,9515,ED,11,NYJ,343,84,9,0,0,8,1.0e3,259,2,0,1,4,3.0,12.0
Barry Church,5924,S,12,DAL,648,211,26,11,1,7,38.0,437,44,6,7,7,8.1,11.9
Daniel Sorensen,9253,S,16,KC,514,113,19,4,2,5,12.5,401,29,2,3,14,11.3,11.8
Cameron Jordan,6176,ED,16,NO,926,337,33,8,4,26,11.3,589,2,0,0,10,1.0e3,11.8
Michael Wilhoite,6989,LB,14,SF,492,243,23,4,1,9,28.0,249,15,1,3,6,6.3,11.8
Robert Golden,7303,S,12,PIT,358,139,12,1,2,6,7.5,219,15,4,1,4,20.0,11.7
Eric Kendricks,9478,LB,15,MIN,831,315,45,16,7,32,9.7,516,41,5,3,17,16.3,11.7
Johnathan Cyprien,7814,S,16,JAX,1022,412,51,10,4,27,16.3,610,54,0,7,11,8.7,11.5
Quandre Diggs,9633,CB,12,DET,404,111,6,1,3,5,3.3,293,33,2,1,10,36.0,11.5
Danny Trevathan,7177,LB,9,CHI,534,215,38,3,2,25,21.5,319,21,1,4,10,6.5,11.5
Nick Perry,7033,ED,14,GB,583,193,27,10,4,24,10.3,390,4,1,0,13,1.0e3,11.5
Chris Jones,7979,DI,13,SF,288,172,17,4,2,14,11.5,116,0,0,0,0,,11.5
Jason Pierre-Paul,5540,ED,12,NYG,753,267,28,8,2,19,19.0,486,5,1,2,11,4.0,11.5
Eric Berry,5530,S,16,KC,1032,398,33,6,4,13,10.8,634,41,4,4,5,12.3,11.5
Malik Jackson,7647,DI,16,JAX,690,246,22,4,2,18,14.0,444,5,0,1,9,6.0,11.3
Kerry Hyder,9045,ED,16,DET,618,218,17,7,2,13,13.0,400,6,1,1,13,8.0,11.3
Leonard Williams,9439,DI,16,NYJ,866,369,45,13,5,40,12.6,497,3,0,1,8,4.0,11.2
Korey Toomer,7147,LB,12,SD,457,177,35,5,2,25,21.0,280,20,1,4,9,6.3,11.2
Justin March-Lillard,10065,LB,5,KC,154,91,11,2,2,6,7.5,63,7,0,0,1,1.0e3,11.0
Letroy Guion,4466,DI,15,GB,436,196,20,7,1,16,28.0,240,1,2,2,1,2.5,11.0
Josh Forrest,10824,LB,9,LA,85,59,5,3,1,3,9.0,26,2,0,0,0,1.0e3,11.0
Erin Henderson,4656,LB,5,NYJ,159,72,8,2,2,4,6.0,87,6,4,0,0,1.0e3,11.0
Dannell Ellerbe,5442,LB,9,NO,429,135,19,4,2,10,12.5,294,16,1,2,9,9.5,11.0
Sheldon Day,10737,DI,16,JAX,188,101,8,2,1,8,11.0,87,0,0,0,1,,11.0
Patrick Peterson,6157,CB,16,ARZ,977,375,9,4,1,6,14.0,602,36,1,4,9,10.3,11.0
Allen Bailey,6238,DI,5,KC,171,85,5,2,0,4,1.0e3,86,3,0,1,1,4.0,11.0
Byron Maxwell,6325,CB,13,MIA,794,301,8,3,4,6,3.8,493,38,1,1,7,40.0,11.0
John Simon,7911,ED,11,HST,488,202,17,6,3,13,8.7,286,16,1,1,10,18.0,11.0
Jayrone Elliott,9336,ED,9,GB,130,44,6,2,0,5,1.0e3,86,2,0,1,1,3.0,11.0
Kurt Coleman,5767,S,15,CAR,962,327,33,12,4,17,12.3,635,41,3,5,5,9.8,10.9
Jalen Ramsey,10639,CB,16,JAX,1013,407,17,1,4,9,5.5,606,47,4,3,14,18.0,10.9
Neville Hewitt,9836,LB,15,MIA,334,190,26,4,4,15,8.5,144,16,3,1,5,20.0,10.8
Jahleel Addae,8117,S,8,SD,490,189,20,4,3,12,9.0,301,22,3,2,5,13.5,10.8
Terence Newman,1321,CB,15,MIN,720,288,7,0,1,5,8.0,432,30,2,3,8,11.7,10.8
Nevin Lawson,8768,CB,16,DET,870,329,12,3,2,1,8.5,541,42,1,4,11,11.8,10.7
Eric Reid,7799,S,10,SF,705,324,24,4,3,7,10.3,381,28,2,3,5,11.0,10.7
Darron Lee,10654,LB,13,NYJ,616,257,23,9,2,17,17.0,359,36,0,5,11,8.2,10.7
Marcus Williams,9115,CB,12,NYJ,436,130,4,0,0,1,1.0e3,306,23,2,3,3,9.3,10.7
Adrian Phillips,9177,S,14,SD,515,180,12,3,0,3,1.0e3,335,12,2,3,1,5.7,10.7
Trevor Williams,11004,CB,9,SD,368,144,7,0,1,5,8.0,224,21,1,2,5,12.0,10.7
Tyson Alualu,5535,DI,14,JAX,490,277,20,8,3,14,10.3,213,0,1,0,2,1.0e3,10.7
Donald Butler,5603,LB,14,MIA,341,199,14,8,3,10,8.3,142,6,1,0,0,1.0e3,10.7
George Iloka,7159,S,16,CIN,1003,376,23,7,6,4,6.0,627,33,4,1,6,38.0,10.6
Gerald Hodges,7902,LB,14,SF,562,311,51,11,5,29,13.4,251,14,1,3,6,6.0,10.6
Quintin Demps,4431,S,13,HST,654,248,24,4,2,9,15.0,406,16,4,3,5,7.7,10.6
Kevin Johnson,9449,CB,6,HST,269,102,1,3,1,1,5.0,167,15,0,1,3,16.0,10.5
Harold Jones-Quartey,10055,S,15,CHI,685,272,18,12,5,8,7.0,413,42,4,3,6,16.3,10.5
Carl Nassib,10699,ED,14,CLV,521,168,13,2,2,10,8.5,353,4,0,0,4,1.0e3,10.5
Eugene Sims,5712,ED,16,LA,515,211,18,0,2,15,10.0,304,1,0,0,3,1.0e3,10.5
Karlos Dansby,1754,LB,16,CIN,742,284,42,12,4,27,14.5,458,45,5,7,18,8.1,10.5
Bud Dupree,9455,ED,7,PIT,304,118,8,2,0,6,1.0e3,186,8,1,2,9,5.5,10.5
Thomas Davis Sr.,2231,LB,16,CAR,975,319,31,9,3,19,14.3,656,49,6,7,17,8.9,10.5
LeShaun Sims,10791,CB,7,TEN,231,64,1,0,1,0,2.0,167,18,0,1,2,19.0,10.5
Deon Simon,9656,DI,15,NYJ,193,123,14,4,2,13,10.0,70,1,0,0,1,1.0e3,10.5
Anthony Brown,10823,CB,15,DAL,684,199,3,3,1,1,7.0,485,37,4,4,9,11.3,10.4
David Parry,9584,DI,16,IND,615,314,36,8,3,23,15.7,301,3,0,2,5,2.5,10.4
Ronald Darby,9483,CB,14,BUF,781,344,18,4,1,6,23.0,437,46,6,7,10,8.4,10.3
Landon Collins,9466,S,16,NYG,1056,385,43,10,7,26,8.6,671,57,2,5,20,12.8,10.3
Kenny Vaccaro,7796,S,11,NO,691,250,17,5,2,14,12.0,441,31,3,4,12,9.5,10.3
Shamar Stephen,8854,DI,16,MIN,531,283,25,10,3,18,12.7,248,2,0,1,1,3.0,10.3
Kelvin Sheppard,6220,LB,16,NYG,435,244,17,9,3,8,9.7,191,10,1,1,2,12.0,10.3
Daryl Smith,1760,LB,16,TB,456,237,14,5,2,11,10.5,219,9,0,1,1,10.0,10.3
Mike Adams,1972,S,15,IND,948,368,28,5,4,5,9.3,580,38,3,4,7,11.3,10.3
Terrell Suggs,1326,ED,15,BLT,662,221,15,5,2,13,11.0,441,7,1,1,12,9.0,10.3
Demario Davis,7079,LB,16,CLV,758,380,52,18,7,28,11.0,378,20,3,3,12,8.7,10.3
Jaquiski Tartt,9479,S,15,SF,586,252,18,7,4,7,7.3,334,18,3,1,3,22.0,10.2
Kemal Ishmael,8026,S,11,ATL,293,104,11,9,1,6,21.0,189,24,2,4,7,7.5,10.2
Josh Norman,7649,CB,16,WAS,1009,398,10,3,1,6,14.0,611,46,5,6,10,9.5,10.1
Beau Allen,8858,DI,16,PHI,395,180,16,8,3,14,9.0,215,3,0,0,1,1.0e3,10.0
Tyeler Davison,9587,DI,15,NO,421,205,11,6,1,9,18.0,216,1,0,1,0,2.0,10.0
L.T. Walton,9632,DI,10,PIT,247,97,6,1,0,5,1.0e3,150,1,1,1,1,3.0,10.0
Neiko Thorpe,7716,CB,5,SEA,94,40,5,0,1,3,6.0,54,4,0,0,0,1.0e3,10.0
Rakeem Nunez-Roches,9650,DI,11,KC,268,127,18,5,2,11,12.5,141,4,0,1,2,5.0,10.0
Troy Hill,9881,CB,9,LA,318,108,5,1,2,3,4.0,210,29,1,2,10,16.0,10.0
Keenan Robinson,7119,LB,16,NYG,743,208,20,6,2,13,14.0,535,34,3,5,12,8.4,10.0
Micah Hyde,7941,CB,16,GB,780,259,8,5,2,5,7.5,521,30,2,3,10,11.7,10.0
Chandler Jones,7027,ED,16,ARZ,885,326,24,5,3,18,10.7,559,6,1,1,16,8.0,10.0
Shaq Lawson,10653,ED,10,BUF,226,90,3,3,0,3,1.0e3,136,2,1,1,3,4.0,10.0
Justin Houston,6222,ED,5,KC,276,117,12,2,1,9,15.0,159,4,0,1,7,5.0,10.0
Su'a Cravens,10687,LB,11,WAS,277,59,7,2,1,6,10.0,218,16,2,2,7,10.0,10.0
Javon Hargrave,10723,DI,15,PIT,473,194,14,9,1,8,24.0,279,4,0,2,5,3.0,10.0
Antonio Morrison,10759,LB,14,IND,321,144,21,10,2,12,16.5,177,13,1,3,3,5.7,10.0
Sen'Derrick Marks,4985,DI,16,JAX,514,178,11,0,1,10,12.0,336,6,1,1,9,8.0,10.0
Robert Nelson,8989,CB,8,HST,152,50,1,0,1,1,2.0,102,8,0,0,2,1.0e3,10.0
Denico Autry,8982,DI,16,OAK,647,247,20,4,3,18,9.0,400,3,0,0,6,1.0e3,10.0
Linval Joseph,5571,DI,16,MIN,693,334,46,23,6,31,12.5,359,1,1,2,4,2.0,9.9
Lawrence Timmons,3631,LB,16,PIT,905,320,42,19,4,28,16.3,585,44,9,9,17,6.9,9.8
Jordan Hicks,9517,LB,16,PHI,932,355,36,8,3,22,15.7,577,29,6,6,18,6.8,9.8
Johnathan Hankins,7830,DI,16,NYG,738,323,27,7,1,23,35.0,415,1,0,3,3,1.3,9.8
Brian Orakpo,4936,ED,16,TEN,819,261,16,7,1,11,24.0,558,12,0,3,16,5.0,9.8
Phillip Gaines,8722,CB,11,KC,426,141,8,0,1,3,9.0,285,33,3,4,8,10.0,9.8
Tyvon Branch,4414,CB,6,ARZ,252,86,8,1,1,1,10.0,166,16,1,2,5,9.5,9.7
Jaylen Watkins,8736,S,15,PHI,371,114,9,3,1,4,13.0,257,13,1,2,3,8.0,9.7
Zach Brown,7055,LB,16,BUF,926,428,62,18,7,38,12.4,498,45,5,8,21,7.3,9.7
Paul Posluszny,3650,LB,16,JAX,1010,404,47,16,8,34,8.9,606,50,7,6,23,10.5,9.6
Jatavis Brown,10809,LB,12,SD,577,201,23,3,3,12,9.7,376,34,9,5,17,9.6,9.6
Malcom Brown,9465,DI,16,NE,565,237,35,7,3,26,15.0,328,1,0,2,3,1.5,9.6
Marcus Cooper,8035,CB,14,ARZ,780,293,13,3,0,2,1.0e3,487,50,3,8,10,7.6,9.6
Zachary Orr,9326,LB,15,BLT,910,320,52,18,4,34,18.5,590,45,6,10,15,6.1,9.6
Deion Jones,10686,LB,15,ATL,856,277,37,10,8,23,6.9,579,56,8,5,21,13.8,9.5
Haloti Ngata,2957,DI,13,DET,490,169,10,3,0,10,1.0e3,321,2,2,2,2,3.0,9.5
Paul Worrilow,8141,LB,9,ATL,156,62,8,3,2,6,6.5,94,6,0,0,2,1.0e3,9.5
Brandon Mebane,3701,DI,10,SD,327,165,16,0,2,11,9.0,162,1,0,0,1,1.0e3,9.5
Tahir Whitehead,7135,LB,15,DET,878,350,49,12,9,25,7.8,528,62,5,6,22,12.2,9.5
Corey Liuget,6170,DI,16,SD,779,308,25,5,3,22,11.0,471,3,1,1,2,5.0,9.5
Akeem Spence,7882,DI,16,TB,344,177,12,5,0,12,1.0e3,167,0,0,2,0,1.0,9.5
Orlando Scandrick,4457,CB,12,DAL,615,191,5,0,0,3,1.0e3,424,36,1,5,9,8.4,9.4
Tramaine Brock Sr.,5903,CB,16,SF,1050,499,20,3,5,8,5.6,551,34,2,2,4,19.0,9.4
Bobby McCain,9578,CB,16,MIA,583,149,9,1,1,2,11.0,434,29,3,4,9,9.0,9.4
Darius Slay,7817,CB,13,DET,685,242,8,0,1,2,9.0,443,33,1,4,8,9.5,9.4
C.J. Mosley,8652,LB,14,BLT,826,295,46,5,7,26,8.3,531,38,10,5,7,10.6,9.3
Clinton McDonald,5173,DI,12,TB,466,209,17,5,3,11,8.3,257,2,1,0,6,1.0e3,9.3
Cory James,10828,LB,12,OAK,351,148,16,4,4,13,6.0,203,17,4,1,7,22.0,9.2
Mark Barron,7013,LB,16,LA,1033,394,50,13,5,33,13.6,639,50,10,10,19,7.0,9.2
Malcolm Smith,6394,LB,15,OAK,874,355,49,12,5,27,13.2,519,45,0,8,15,6.6,9.2
Kareem Jackson,5545,CB,14,HST,677,234,13,2,5,4,4.0,443,46,4,3,19,17.7,9.1
Glover Quin,5035,S,16,DET,965,370,28,5,3,8,12.0,595,35,5,6,8,7.7,9.1
Joe Thomas,9272,LB,16,GB,606,176,21,10,2,15,16.5,430,40,2,7,16,7.0,9.1
Ron Parker,6625,S,16,KC,1049,401,20,9,4,7,8.3,648,33,3,4,3,10.0,9.1
Jurrell Casey,6229,DI,15,TEN,687,231,26,5,5,19,7.2,456,7,2,0,8,1.0e3,9.0
Jay Bromley,8709,DI,15,NYG,240,90,6,1,1,4,8.0,150,1,0,0,2,1.0e3,9.0
Clay Matthews,4949,ED,12,GB,457,156,10,3,2,6,7.5,301,3,0,0,5,1.0e3,9.0
Blake Martinez,10765,LB,13,GB,420,210,37,10,2,21,24.5,210,15,2,6,5,3.8,9.0
Destiny Vaeao,11083,DI,16,PHI,261,111,8,0,1,5,9.0,150,0,0,0,2,,9.0
Brandon Spikes,5587,ED,10,BUF,90,55,4,3,1,1,8.0,35,1,0,0,0,1.0e3,9.0
Daryl Worley,10711,CB,15,CAR,833,271,18,7,3,5,9.3,562,52,3,7,14,8.9,9.0
Deiondre' Hall,10761,CB,6,CHI,72,36,2,1,1,2,4.0,36,4,1,0,0,1.0e3,9.0
DaVonte Lambert,10937,ED,11,TB,357,194,12,3,2,6,8.5,163,1,0,0,0,1.0e3,9.0
Darryl Morris,8456,CB,9,IND,348,101,8,0,0,2,1.0e3,247,22,2,4,4,7.0,9.0
DaQuan Jones,8747,DI,16,TEN,638,212,19,3,2,15,12.0,426,2,0,1,1,3.0,9.0
Nat Berhe,8787,S,7,NYG,159,62,6,1,0,2,1.0e3,97,9,0,2,3,5.5,9.0
Zach Kerr,9195,DI,12,IND,299,112,12,3,2,12,8.5,187,1,0,0,3,1.0e3,9.0
Preston Smith,9471,ED,16,WAS,735,302,19,6,2,16,13.5,433,6,1,2,7,4.5,9.0
Will Parks,10853,S,15,DEN,248,48,4,1,1,2,6.0,200,9,2,1,1,12.0,9.0
Harrison Smith,7641,S,14,MIN,855,321,43,5,6,21,9.0,534,36,4,5,6,9.0,9.0
Derrick Shelby,7400,DI,6,ATL,231,63,5,2,1,5,8.0,168,1,0,0,1,1.0e3,9.0
Richard Sherman,6306,CB,16,SEA,993,408,17,0,4,10,5.3,585,35,3,3,8,13.7,8.9
Shaq Thompson,9458,LB,14,CAR,520,222,22,6,4,17,8.0,298,24,3,3,12,10.0,8.9
Nick Kwiatkoski,10747,LB,13,CHI,430,192,28,7,1,18,36.0,238,11,1,5,3,3.4,8.8
Nigel Bradham,7105,LB,16,PHI,951,364,33,14,3,23,16.7,587,41,5,9,22,6.1,8.8
Tony Lippett,9589,CB,13,MIA,815,316,15,3,2,4,10.0,499,41,3,6,10,8.3,8.8
Byron Jones,9460,S,16,DAL,945,289,26,4,5,11,7.0,656,52,4,6,15,10.3,8.8
Patrick Chung,4957,S,16,NE,963,332,28,5,3,9,12.0,631,39,6,7,13,7.4,8.8
Will Compton,8308,LB,15,WAS,893,351,36,14,8,22,7.3,542,43,7,5,11,11.0,8.7
Alan Branch,3649,DI,16,NE,594,260,35,8,4,29,11.8,334,1,2,2,2,2.5,8.7
