player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
Jaron Brown,8128,WR,16,SEA,18,7,3,0,79,3,2,38.9,0.0,42.9
Alshon Jeffery,7048,WR,13,PHI,90,14,6,2,185,8,1,15.6,25.0,42.9
Paul Richardson Jr.,8680,WR,7,WAS,33,7,3,0,103,3,1,21.2,0.0,42.9
Dante Pettis,48113,WR,11,SF,40,7,3,0,87,3,1,17.5,0.0,42.9
Marquez Valdes-Scantling,47809,WR,16,GB,67,19,8,0,311,8,1,28.4,0.0,42.1
Chris Hogan,6468,WR,16,NE,51,12,5,1,166,6,1,23.5,16.7,41.7
Julio Jones,6158,WR,16,ATL,166,36,15,0,464,15,3,21.7,0.0,41.7
Larry Fitzgerald,1724,WR,16,ARZ,107,15,6,2,147,8,2,14.0,25.0,40.0
Will Fuller V,10655,WR,7,HST,42,10,4,0,171,4,2,23.8,0.0,40.0
Cole Beasley,7330,WR,16,DAL,85,5,2,0,53,2,1,5.9,0.0,40.0
Kenyan Drake,10707,HB,16,MIA,66,5,2,1,50,3,2,7.6,33.3,40.0
Kevin White,9440,WR,9,CHI,8,5,2,0,76,2,0,62.5,0.0,40.0
Tim Patrick,12087,WR,16,DEN,40,5,2,1,50,3,1,12.5,33.3,40.0
Odell Beckham Jr.,8647,WR,12,NYG,119,23,9,0,303,9,2,19.3,0.0,39.1
Antonio Brown,5718,WR,15,PIT,164,36,14,0,486,14,9,22.0,0.0,38.9
Curtis Samuel,11795,WR,13,CAR,62,13,5,1,154,6,2,21.0,16.7,38.5
Mohamed Sanu,7084,WR,16,ATL,91,8,3,0,105,3,0,8.8,0.0,37.5
Jamison Crowder,9538,WR,9,WAS,44,8,3,1,87,4,0,18.2,25.0,37.5
Zay Jones,11792,WR,16,BUF,99,24,9,1,246,10,5,24.2,10.0,37.5
Jarvis Landry,8698,WR,16,CLV,137,24,9,1,294,10,2,17.5,10.0,37.5
Maurice Harris,11035,WR,11,WAS,44,8,3,0,95,3,0,18.2,0.0,37.5
Kenny Golladay,11851,WR,15,DET,115,24,9,0,302,9,0,20.9,0.0,37.5
Marquise Goodwin,7859,WR,11,SF,41,8,3,0,123,3,2,19.5,0.0,37.5
JuJu Smith-Schuster,11817,WR,16,PIT,161,24,9,0,384,9,3,14.9,0.0,37.5
Antonio Callaway,48101,WR,16,CLV,78,19,7,1,287,8,2,24.4,12.5,36.8
Robert Foster,48230,WR,13,BUF,44,19,7,1,304,8,2,43.2,12.5,36.8
Mike Williams,11762,WR,16,LAC,64,11,4,0,164,4,2,17.2,0.0,36.4
Courtland Sutton,48164,WR,16,DEN,79,25,9,2,274,11,3,31.6,18.2,36.0
Davante Adams,8688,WR,15,GB,162,34,12,2,389,14,4,21.0,14.3,35.3
Amari Cooper,9437,WR,15,DAL,102,17,6,1,281,7,3,16.7,14.3,35.3
Robert Woods,7822,WR,16,LA,127,20,7,0,220,7,2,15.7,0.0,35.0
Geronimo Allison,11141,WR,5,GB,28,6,2,1,103,3,2,21.4,33.3,33.3
Jimmy Graham,5619,TE,16,GB,83,12,4,0,101,4,1,14.5,0.0,33.3
Michael Gallup,26075,WR,16,DAL,66,18,6,1,206,7,1,27.3,14.3,33.3
DeSean Jackson,4363,WR,12,TB,72,27,9,1,374,10,4,37.5,10.0,33.3
Anthony Miller,48160,WR,14,CHI,54,12,4,0,115,4,3,22.2,0.0,33.3
D.J. Moore,48267,WR,16,CAR,76,9,3,1,99,4,0,11.8,25.0,33.3
Charles Clay,6326,TE,13,BUF,32,6,2,1,42,3,0,18.8,33.3,33.3
Darius Jennings,10038,WR,16,TEN,15,3,1,1,36,2,0,20.0,50.0,33.3
Christian McCaffrey,11763,HB,16,CAR,122,3,1,0,34,1,0,2.5,0.0,33.3
David Njoku,11784,TE,16,CLV,83,12,4,1,109,5,1,14.5,20.0,33.3
Chris Conley,9509,WR,16,KC,47,6,2,0,38,2,1,12.8,0.0,33.3
Jason Croom,12145,TE,15,BUF,33,6,2,2,51,4,1,18.2,50.0,33.3
Marvin Jones Jr.,7158,WR,9,DET,59,15,5,1,157,6,3,25.4,16.7,33.3
Jeff Heuerman,9525,TE,11,DEN,43,3,1,0,36,1,0,7.0,0.0,33.3
Brice Butler,7991,WR,8,MIA,10,3,1,0,23,1,1,30.0,0.0,33.3
Josh Reynolds,11872,WR,16,LA,49,9,3,0,84,3,1,18.4,0.0,33.3
Martavis Bryant,8753,WR,8,OAK,26,6,2,1,70,3,0,23.1,33.3,33.3
Logan Thomas,8755,TE,12,BUF,16,3,1,1,24,2,0,18.8,50.0,33.3
Tyler Higbee,10744,TE,16,LA,29,3,1,1,36,2,0,10.3,50.0,33.3
Chris Moore,10741,WR,16,BLT,25,3,1,0,30,1,0,12.0,0.0,33.3
Jakeem Grant,10820,WR,10,MIA,31,3,1,0,52,1,1,9.7,0.0,33.3
Vernon Davis,2951,TE,14,WAS,35,9,3,0,125,3,2,25.7,0.0,33.3
Brandon Marshall,3064,WR,7,NO,22,3,1,0,20,1,1,13.6,0.0,33.3
Bennie Fowler,8914,WR,10,NYG,25,3,1,0,25,1,0,12.0,0.0,33.3
Marcell Ateman,23670,WR,7,OAK,30,6,2,0,60,2,0,20.0,0.0,33.3
Taylor Gabriel,9002,WR,16,CHI,91,19,6,0,235,6,0,20.9,0.0,31.6
Dede Westbrook,11865,WR,16,JAX,96,13,4,1,91,5,2,13.5,20.0,30.8
Aldrick Robinson,6330,WR,14,MIN,32,13,4,1,107,5,4,40.6,20.0,30.8
Nelson Agholor,9453,WR,16,PHI,90,20,6,1,312,7,1,22.2,14.3,30.0
DeVante Parker,9447,WR,11,MIA,43,11,3,0,112,3,0,25.6,0.0,27.3
Stefon Diggs,9579,WR,15,MIN,141,23,6,0,231,6,3,16.3,0.0,26.1
Alex Erickson,11107,WR,15,CIN,28,4,1,1,28,2,0,14.3,50.0,25.0
Chester Rogers,10918,WR,15,IND,71,8,2,2,56,4,0,11.3,50.0,25.0
Ryan Griffin,7982,TE,14,HST,42,4,1,0,32,1,0,9.5,0.0,25.0
James White,8765,HB,16,NE,116,4,1,0,14,1,1,3.4,0.0,25.0
George Kittle,11901,TE,16,SF,128,12,3,1,145,4,1,9.4,25.0,25.0
Saquon Barkley,45791,HB,16,NYG,114,4,1,0,57,1,1,3.5,0.0,25.0
Travis Benjamin,7100,WR,12,LAC,23,12,3,1,104,4,1,52.2,25.0,25.0
Greg Olsen,3647,TE,9,CAR,39,4,1,0,17,1,1,10.3,0.0,25.0
Nyheim Hines,48103,HB,16,IND,78,4,1,1,28,2,0,5.1,50.0,25.0
Jawill Davis,22489,WR,5,NYG,8,4,1,0,22,1,0,50.0,0.0,25.0
Trent Taylor,11932,WR,14,SF,38,4,1,0,23,1,0,10.5,0.0,25.0
Ricky Seals-Jones,12020,TE,15,ARZ,66,8,2,0,71,2,0,12.1,0.0,25.0
Chris Godwin,11839,WR,16,TB,90,12,3,0,68,3,2,13.3,0.0,25.0
John Brown,8726,WR,16,BLT,91,28,7,2,266,9,2,30.8,22.2,25.0
Damion Ratley,48182,WR,5,CLV,20,4,1,1,23,2,0,20.0,50.0,25.0
C.J. Uzomah,9590,TE,16,CIN,63,8,2,0,41,2,1,12.7,0.0,25.0
Donte Moncrief,8725,WR,16,JAX,85,21,5,3,225,8,2,24.7,37.5,23.8
Kenny Stills,7926,WR,15,MIA,60,17,4,0,187,4,2,28.3,0.0,23.5
Demaryius Thomas,5547,WR,15,HST,87,17,4,0,140,4,1,19.5,0.0,23.5
Sterling Shepard,10674,WR,16,NYG,102,17,4,1,189,5,0,16.7,20.0,23.5
Robby Anderson,11254,WR,14,NYJ,87,30,7,1,267,8,4,34.5,12.5,23.3
Taywan Taylor,11827,WR,13,TEN,55,13,3,3,134,6,0,23.6,50.0,23.1
Eric Ebron,8645,TE,16,IND,108,14,3,1,99,4,3,13.0,25.0,21.4
Josh Gordon,7618,WR,12,NE,67,14,3,2,107,5,1,20.9,40.0,21.4
Randall Cobb,6216,WR,9,GB,57,10,2,0,51,2,1,17.5,0.0,20.0
Devin Funchess,9474,WR,14,CAR,77,10,2,0,41,2,2,13.0,0.0,20.0
Trenton Cannon,66446,HB,11,NYJ,26,5,1,2,35,3,0,19.2,66.7,20.0
Dallas Goedert,47272,TE,16,PHI,43,5,1,1,32,2,1,11.6,50.0,20.0
Kelvin Benjamin,8663,WR,15,KC,64,21,4,0,145,4,0,32.8,0.0,19.0
Michael Crabtree,4933,WR,16,BLT,98,16,3,2,53,5,1,16.3,40.0,18.8
Equanimeous St. Brown,47967,WR,11,GB,34,11,2,0,47,2,0,32.4,0.0,18.2
Ted Ginn Jr.,3625,WR,5,NO,29,11,2,0,53,2,1,37.9,0.0,18.2
John Ross,11764,WR,13,CIN,55,17,3,1,98,4,2,30.9,25.0,17.6
Tajae Sharpe,10774,WR,16,TEN,46,6,1,1,20,2,0,13.0,50.0,16.7
Cody Core,10833,WR,14,CIN,28,6,1,0,27,1,0,21.4,0.0,16.7
Allen Hurns,8931,WR,16,DAL,33,6,1,0,49,1,0,18.2,0.0,16.7
Andre Holmes,6489,WR,14,DEN,23,6,1,0,21,1,0,26.1,0.0,16.7
James Washington,47792,WR,14,PIT,36,12,2,0,79,2,0,33.3,0.0,16.7
Josh Bellamy,7472,WR,15,CHI,25,8,1,0,20,1,1,32.0,0.0,12.5
Chris Herndon,47164,TE,16,NYJ,54,8,1,1,24,2,0,14.8,50.0,12.5
Chad Williams,11853,WR,10,ARZ,42,9,1,0,22,1,1,21.4,0.0,11.1
Willie Snead IV,8999,WR,16,BLT,91,9,1,0,28,1,0,9.9,0.0,11.1
Quincy Enunwa,8843,WR,11,NYJ,62,10,1,1,41,2,0,16.1,50.0,10.0
Josh Doctson,10656,WR,15,WAS,75,17,1,1,24,2,0,22.7,50.0,5.9
Zach Pascal,12303,WR,16,IND,44,4,0,0,0,0,0,9.1,,0.0
Devontae Booker,10770,HB,16,DEN,47,1,0,0,0,0,0,2.1,,0.0
Victor Bolden Jr.,12269,WR,4,BUF,4,1,0,0,0,0,0,25.0,,0.0
Nick Vannett,10728,TE,15,SEA,40,3,0,0,0,0,0,7.5,,0.0
Laquon Treadwell,10657,WR,15,MIN,47,1,0,0,0,0,0,2.1,,0.0
Mike Wallace,5007,WR,2,PHI,3,3,0,0,0,0,0,100.0,,0.0
Corey Clement,12253,HB,11,PHI,25,2,0,0,0,0,0,8.0,,0.0
Darrius Heyward-Bey,4930,WR,9,PIT,2,1,0,0,0,0,0,50.0,,0.0
Mike Gesicki,47153,TE,16,MIA,31,4,0,0,0,0,0,12.9,,0.0
Elijah McGuire,11943,HB,8,NYJ,30,2,0,1,0,1,0,6.7,100.0,0.0
Antonio Gates,1609,TE,16,LAC,44,1,0,0,0,0,0,2.3,,0.0
Brandon Zylstra,66438,WR,7,MIN,2,1,0,0,0,0,0,50.0,,0.0
Gehrig Dieter,12163,WR,4,KC,3,1,0,0,0,0,0,33.3,,0.0
Matt Lengel,9884,TE,9,CIN,7,1,0,0,0,0,0,14.3,,0.0
Michael Floyd,7019,WR,13,WAS,23,4,0,1,0,1,0,17.4,100.0,0.0
Dwayne Allen,7066,TE,12,NE,4,1,0,0,0,0,0,25.0,,0.0
DaeSean Hamilton,45416,WR,14,DEN,45,5,0,0,0,0,0,11.1,,0.0
Jalen Richard,11395,HB,16,OAK,77,1,0,0,0,0,0,1.3,,0.0
Nick Chubb,45783,HB,14,CLV,28,1,0,0,0,0,0,3.6,,0.0
Lamar Miller,7097,HB,14,HST,34,1,0,0,0,0,0,2.9,,0.0
Cameron Brate,9207,TE,16,TB,48,1,0,0,0,0,0,2.1,,0.0
Eli Rogers,9878,WR,3,PIT,13,1,0,0,0,0,0,7.7,,0.0
Matt LaCosse,9840,TE,13,DEN,34,1,0,0,0,0,0,2.9,,0.0
Tevin Coleman,9506,HB,16,ATL,40,2,0,0,0,0,0,5.0,,0.0
Adam Shaheen,11800,TE,6,CHI,6,1,0,0,0,0,0,16.7,,0.0
Rishard Matthews,7211,WR,7,NYJ,9,1,0,0,0,0,0,11.1,,0.0
Garrett Celek,7274,TE,15,SF,8,1,0,0,0,0,0,12.5,,0.0
Johnny Holton,11354,WR,1,OAK,1,1,0,0,0,0,0,100.0,,0.0
Joe Mixon,11803,HB,14,CIN,54,1,0,0,0,0,0,1.9,,0.0
Derek Carrier,7406,TE,16,OAK,11,2,0,0,0,0,0,18.2,,0.0
Jermaine Kearse,7428,WR,14,NYJ,72,8,0,0,0,0,0,11.1,,0.0
Eric Tomlinson,9786,TE,14,NYJ,13,1,0,0,0,0,0,7.7,,0.0
Deonte Thompson,7513,WR,13,BUF,30,3,0,0,0,0,0,10.0,,0.0
Javorius Allen,9558,HB,11,BLT,39,1,0,0,0,0,0,2.6,,0.0
Albert Wilson,8943,WR,7,MIA,36,4,0,0,0,0,0,11.1,,0.0
Isaiah McKenzie,11927,WR,8,BUF,29,1,0,0,0,0,0,3.4,,0.0
Adam Humphries,10075,WR,16,TB,103,1,0,0,0,0,0,1.0,,0.0
Justin Hunter,7815,WR,4,PIT,13,7,0,1,0,1,0,53.8,100.0,0.0
Darrell Daniels,12122,TE,5,ARZ,2,1,0,0,0,0,0,50.0,,0.0
Bilal Powell,6278,HB,7,NYJ,17,1,0,0,0,0,0,5.9,,0.0
Taysom Hill,12112,QB,14,NO,7,1,0,0,0,0,0,14.3,,0.0
Taiwan Jones,6277,HB,2,BUF,2,1,0,0,0,0,0,50.0,,0.0
Blake Bell,9550,TE,10,JAX,9,1,0,0,0,0,0,11.1,,0.0
Brian Parker,10135,TE,9,DEN,8,1,0,0,0,0,0,12.5,,0.0
Jordan Reed,7866,TE,13,WAS,77,2,0,0,0,0,0,2.6,,0.0
Dion Sims,7888,TE,8,CHI,4,1,0,0,0,0,0,25.0,,0.0
Jalen Tolliver,66933,WR,3,ARZ,6,1,0,0,0,0,0,16.7,,0.0
Bobo Wilson,12067,WR,5,TB,5,1,0,0,0,0,0,20.0,,0.0
Luke Willson,7940,TE,14,DET,19,2,0,0,0,0,0,10.5,,0.0
Trent Sherfield,48021,WR,8,ARZ,27,3,0,1,0,1,0,11.1,100.0,0.0
Torrey Smith,6210,WR,11,CAR,28,5,0,1,0,1,0,17.9,100.0,0.0
Lance Kendricks,6199,TE,16,GB,24,2,0,1,0,1,0,8.3,100.0,0.0
Theo Riddick,7980,HB,14,DET,74,1,0,0,0,0,0,1.4,,0.0
Will Dissly,30762,TE,4,SEA,12,3,0,0,0,0,0,25.0,,0.0
Nick Williams,8005,WR,4,LA,5,1,0,1,0,1,0,20.0,100.0,0.0
Keke Coutee,47698,WR,6,HST,38,2,0,0,0,0,0,5.3,,0.0
Chris Manhertz,10211,TE,15,CAR,5,1,0,0,0,0,0,20.0,,0.0
Josh Hill,8200,TE,16,NO,23,1,0,0,0,0,0,4.3,,0.0
James O'Shaughnessy,9606,TE,14,JAX,35,2,0,0,0,0,0,5.7,,0.0
David Grinnage,11148,TE,3,JAX,8,1,0,0,0,0,0,12.5,,0.0
J.J. Nelson,9592,WR,12,ARZ,19,8,0,1,0,1,0,42.1,100.0,0.0
Andre Roberts,5612,WR,13,NYJ,18,1,0,0,0,0,0,5.6,,0.0
Riley McCarron,48033,WR,1,NE,1,1,0,0,0,0,0,100.0,,0.0
Andy Jones,11123,WR,8,DET,22,4,0,0,0,0,0,18.2,,0.0
Phillip Dorsett,9462,WR,16,NE,43,7,0,1,0,1,0,16.3,100.0,0.0
Melvin Gordon III,9448,HB,12,LAC,61,1,0,0,0,0,0,1.6,,0.0
Carlos Hyde,8692,HB,14,JAX,15,1,0,0,0,0,0,6.7,,0.0
Noah Brown,11993,WR,7,DAL,8,1,0,0,0,0,0,12.5,,0.0
De'Anthony Thomas,8759,WR,5,KC,5,2,0,0,0,0,0,40.0,,0.0
Ryan Grant,8777,WR,14,IND,52,4,0,0,0,0,0,7.7,,0.0
Kendrick Bourne,12270,WR,16,SF,60,4,0,1,0,1,0,6.7,100.0,0.0
