year,player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
2016,C.J. Fiedorowicz,8700,TE,15,HST,82,3,1,0,14,1,1,3.7,0,33.3
2016,Josh Bellamy,7472,WR,12,CHI,38,12,4,2,103,6,0,31.6,33.3,33.3
2016,Malcolm Mitchell,10746,WR,14,NE,45,6,2,1,76,3,1,13.3,33.3,33.3
2016,Darrius Heyward-Bey,4930,WR,9,PIT,19,9,3,0,91,3,2,47.4,0,33.3
2016,Michael Crabtree,4933,WR,16,OAK,142,18,6,0,213,6,2,12.7,0,33.3
2016,Jeremy Maclin,4942,WR,12,KC,72,12,4,1,127,5,0,16.7,20,33.3
2016,Alshon Jeffery,7048,WR,12,CHI,92,21,7,1,263,8,0,22.8,12.5,33.3
2016,Tavarres King,7943,WR,5,NYG,4,3,1,0,44,1,0,75,0,33.3
2016,Cody Core,10833,WR,8,CIN,26,3,1,0,50,1,0,11.5,0,33.3
2016,Robby Anderson,11254,WR,16,NYJ,75,28,9,0,307,9,2,37.3,0,32.1
2016,Travis Benjamin,7100,WR,14,SD,71,19,6,2,242,8,3,26.8,25,31.6
2016,Jermaine Kearse,7428,WR,16,SEA,76,19,6,1,165,7,0,25,14.3,31.6
2016,DeVante Parker,9447,WR,15,MIA,82,16,5,1,206,6,1,19.5,16.7,31.3
2016,Tavon Austin,7789,WR,15,LA,101,13,4,1,125,5,2,12.9,20,30.8
2016,Torrey Smith,6210,WR,12,SF,45,10,3,0,102,3,2,22.2,0,30
2016,Jared Cook,5012,TE,10,GB,49,10,3,0,86,3,0,20.4,0,30
2016,Albert Wilson,8943,WR,16,KC,50,7,2,1,49,3,1,14,33.3,28.6
2016,John Brown,8726,WR,15,ARZ,66,14,4,1,91,5,1,21.2,20,28.6
2016,Dez Bryant,5549,WR,13,DAL,89,21,6,0,232,6,3,23.6,0,28.6
2016,Vance McDonald,7836,TE,11,SF,43,7,2,1,59,3,0,16.3,33.3,28.6
2016,Tajae Sharpe,10774,WR,16,TEN,77,14,4,0,108,4,1,18.2,0,28.6
2016,Ryan Griffin,7982,TE,16,HST,72,7,2,0,68,2,0,9.7,0,28.6
2016,Paul Richardson Jr.,8680,WR,15,SEA,32,7,2,0,66,2,0,21.9,0,28.6
2016,Russell Shepard,8254,WR,13,TB,39,7,2,0,38,2,2,17.9,0,28.6
2016,Davante Adams,8688,WR,16,GB,118,25,7,4,248,11,3,21.2,36.4,28
2016,Sammie Coates,9520,WR,14,PIT,49,25,7,3,321,10,1,51,30,28
2016,Breshad Perriman,9459,WR,16,BLT,64,18,5,0,164,5,2,28.1,0,27.8
2016,Donte Moncrief,8725,WR,9,IND,54,11,3,0,95,3,1,20.4,0,27.3
2016,Charles Johnson,7998,WR,16,MIN,37,11,3,1,95,4,0,29.7,25,27.3
2016,Emmanuel Sanders,5606,WR,16,DEN,131,26,7,0,260,7,2,19.8,0,26.9
2016,Sterling Shepard,10674,WR,16,NYG,103,15,4,1,107,5,2,14.6,20,26.7
2016,Odell Beckham Jr.,8647,WR,16,NYG,161,30,8,2,286,10,1,18.6,20,26.7
2016,David Johnson,9519,HB,16,ARZ,107,8,2,0,54,2,0,7.5,0,25
2016,Deonte Thompson,7513,WR,13,CHI,36,8,2,0,44,2,0,22.2,0,25
2016,Garrett Celek,7274,TE,16,SF,47,4,1,0,31,1,0,8.5,0,25
2016,Seth Roberts,9079,WR,16,OAK,75,8,2,1,47,3,0,10.7,33.3,25
2016,Terrelle Pryor Sr.,6944,WR,16,CLV,132,32,8,1,281,9,0,24.2,11.1,25
2016,Charles Clay,6326,TE,15,BUF,81,8,2,0,52,2,1,9.9,0,25
2016,Corey Coleman,10649,WR,10,CLV,62,16,4,0,157,4,2,25.8,0,25
2016,Richard Rodgers,8733,TE,16,GB,42,4,1,0,22,1,0,9.5,0,25
2016,Mychal Rivera,7965,TE,13,OAK,24,4,1,0,22,1,0,16.7,0,25
2016,Ed Dickson,5595,TE,16,CAR,17,4,1,1,23,2,0,23.5,50,25
2016,Demaryius Thomas,5547,WR,16,DEN,141,16,4,4,152,8,1,11.3,50,25
