player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
Ricardo Louis,10748,WR,15,CLV,55,15,5,2,152,7,0,27.3,28.6,33.3
Pharoh Cooper,10751,WR,16,LA,18,3,1,0,26,1,0,16.7,0.0,33.3
Brandon Tate,5006,WR,9,BUF,14,3,1,0,12,1,1,21.4,0.0,33.3
Kendrick Bourne,12270,WR,11,SF,31,6,2,0,45,2,0,19.4,0.0,33.3
Chris Thompson,7936,HB,10,WAS,51,3,1,0,27,1,0,5.9,0.0,33.3
Mack Hollins,11873,WR,16,PHI,21,6,2,1,88,3,1,28.6,33.3,33.3
Jordan Taylor,9793,WR,9,DEN,18,3,1,0,30,1,0,16.7,0.0,33.3
Clive Walford,9501,TE,11,OAK,13,3,1,0,26,1,0,23.1,0.0,33.3
Austin Seferian-Jenkins,8673,TE,13,NYJ,71,6,2,0,55,2,0,8.5,0.0,33.3
DeAndrew White,9697,WR,2,HST,5,3,1,0,24,1,0,60.0,0.0,33.3
Sammie Coates,9520,WR,9,CLV,10,3,1,0,38,1,0,30.0,0.0,33.3
Christian McCaffrey,11763,HB,16,CAR,106,3,1,0,37,1,0,2.8,0.0,33.3
Ryan Griffin,7982,TE,7,HST,22,6,2,0,47,2,1,27.3,0.0,33.3
Torrey Smith,6210,WR,16,PHI,63,15,5,3,175,8,1,23.8,37.5,33.3
Tre McBride,9678,WR,7,CHI,15,3,1,0,45,1,0,20.0,0.0,33.3
Aldrick Robinson,6330,WR,16,SF,44,9,3,1,90,4,1,20.5,25.0,33.3
Demetrius Harris,8524,TE,16,KC,34,3,1,1,51,2,0,8.8,50.0,33.3
Sterling Shepard,10674,WR,11,NYG,83,9,3,0,87,3,0,10.8,0.0,33.3
Benjamin Watson,1753,TE,16,BLT,77,3,1,0,20,1,0,3.9,0.0,33.3
Greg Olsen,3647,TE,7,CAR,34,3,1,0,30,1,1,8.8,0.0,33.3
Antonio Brown,5718,WR,14,PIT,155,43,14,2,450,16,2,27.7,12.5,32.6
Jaron Brown,8128,WR,16,ARZ,64,19,6,0,178,6,3,29.7,0.0,31.6
Josh Gordon,7618,WR,5,CLV,41,16,5,0,177,5,1,39.0,0.0,31.3
Corey Coleman,10649,WR,9,CLV,50,13,4,1,107,5,0,26.0,20.0,30.8
Tyrell Williams,10154,WR,16,LAC,68,20,6,2,287,8,4,29.4,25.0,30.0
Allen Hurns,8931,WR,10,JAX,54,10,3,0,90,3,0,18.5,0.0,30.0
Josh Doctson,10656,WR,16,WAS,72,20,6,1,204,7,3,27.8,14.3,30.0
Randall Cobb,6216,WR,15,GB,85,7,2,0,65,2,1,8.2,0.0,28.6
Pierre Garcon,4519,WR,8,SF,65,7,2,0,81,2,0,10.8,0.0,28.6
Rashard Higgins,10806,WR,15,CLV,46,7,2,0,63,2,0,15.2,0.0,28.6
Kenny Britt,4953,WR,12,NE,40,7,2,1,76,3,0,17.5,33.3,28.6
DeVante Parker,9447,WR,13,MIA,95,21,6,0,184,6,0,22.1,0.0,28.6
Terrance Williams,7855,WR,16,DAL,75,7,2,1,78,3,0,9.3,33.3,28.6
Mike Evans,8642,WR,15,TB,132,25,7,1,238,8,2,18.9,12.5,28.0
Travis Benjamin,7100,WR,16,LAC,63,25,7,1,261,8,3,39.7,12.5,28.0
Emmanuel Sanders,5606,WR,12,DEN,87,15,4,1,116,5,0,17.2,20.0,26.7
Tyler Lockett,9502,WR,16,SEA,68,15,4,0,196,4,1,22.1,0.0,26.7
Odell Beckham Jr.,8647,WR,4,NYG,41,8,2,0,90,2,1,19.5,0.0,25.0
Cordarrelle Patterson,7810,WR,16,OAK,41,4,1,0,22,1,0,9.8,0.0,25.0
Braxton Miller,10719,WR,11,HST,28,4,1,0,57,1,0,14.3,0.0,25.0
Tyler Higbee,10744,TE,16,LA,42,8,2,0,73,2,0,19.0,0.0,25.0
Demarcus Robinson,10760,WR,16,KC,37,4,1,0,33,1,0,10.8,0.0,25.0
Kendall Wright,7026,WR,16,CHI,82,4,1,0,22,1,0,4.9,0.0,25.0
Geronimo Allison,11141,WR,15,GB,38,4,1,0,72,1,0,10.5,0.0,25.0
Kamar Aiken,6671,WR,15,IND,38,4,1,0,21,1,0,10.5,0.0,25.0
Curtis Samuel,11795,WR,9,CAR,26,4,1,2,23,3,0,15.4,66.7,25.0
Golden Tate,5585,WR,16,DET,117,8,2,0,105,2,1,6.8,0.0,25.0
Jarvis Landry,8698,WR,16,MIA,156,8,2,0,54,2,0,5.1,0.0,25.0
Michael Crabtree,4933,WR,14,OAK,99,16,4,1,128,5,2,16.2,20.0,25.0
Ryan Grant,8777,WR,16,WAS,63,8,2,1,72,3,1,12.7,33.3,25.0
Corey Davis,11760,WR,11,TEN,64,14,3,0,68,3,0,21.9,0.0,21.4
Amari Cooper,9437,WR,14,OAK,90,19,4,1,227,5,3,21.1,20.0,21.1
J.J. Nelson,9592,WR,16,ARZ,59,19,4,2,148,6,1,32.2,33.3,21.1
Dez Bryant,5549,WR,16,DAL,126,19,4,2,130,6,0,15.1,33.3,21.1
Jakeem Grant,10820,WR,12,MIA,21,5,1,2,25,3,1,23.8,66.7,20.0
Bryce Treggs,11278,WR,6,CLV,17,5,1,0,20,1,0,29.4,0.0,20.0
Terrelle Pryor Sr.,6944,WR,9,WAS,35,5,1,0,44,1,1,14.3,0.0,20.0
Jordy Nelson,4350,WR,15,GB,84,15,3,0,116,3,1,17.9,0.0,20.0
Evan Engram,11778,TE,15,NYG,108,15,3,0,79,3,1,13.9,0.0,20.0
George Kittle,11901,TE,15,SF,60,5,1,0,31,1,0,8.3,0.0,20.0
Chris Godwin,11839,WR,16,TB,54,10,2,0,63,2,1,18.5,0.0,20.0
DeSean Jackson,4363,WR,14,TB,87,26,5,0,131,5,1,29.9,0.0,19.2
Sammy Watkins,8639,WR,15,LA,66,16,3,0,145,3,1,24.2,0.0,18.8
Chris Hogan,6468,WR,9,NE,58,11,2,0,67,2,1,19.0,0.0,18.2
Devin Funchess,9474,WR,16,CAR,109,22,4,1,133,5,1,20.2,20.0,18.2
Martavis Bryant,8753,WR,15,PIT,81,23,4,1,143,5,1,28.4,20.0,17.4
Andre Holmes,6489,WR,14,BUF,23,6,1,0,36,1,0,26.1,0.0,16.7
Josh Malone,11883,WR,11,CIN,16,6,1,0,25,1,1,37.5,0.0,16.7
Marcedes Lewis,2973,TE,16,JAX,45,6,1,1,30,2,1,13.3,50.0,16.7
A.J. Green,6156,WR,16,CIN,134,27,4,2,165,6,2,20.1,33.3,14.8
Julius Thomas,6281,TE,14,MIA,59,7,1,1,27,2,0,11.9,50.0,14.3
Laquon Treadwell,10657,WR,16,MIN,33,7,1,0,25,1,0,21.2,0.0,14.3
Kaelin Clay,9617,WR,13,CAR,19,7,1,0,28,1,0,36.8,0.0,14.3
Alshon Jeffery,7048,WR,16,PHI,113,23,3,0,112,3,1,20.4,0.0,13.0
Josh Bellamy,7472,WR,13,CHI,44,8,1,0,46,1,1,18.2,0.0,12.5
Zay Jones,11792,WR,15,BUF,65,16,2,2,55,4,0,24.6,50.0,12.5
Jimmy Graham,5619,TE,16,SEA,91,9,1,0,33,1,0,9.9,0.0,11.1
John Brown,8726,WR,10,ARZ,51,14,1,0,52,1,0,27.5,0.0,7.1
Marqise Lee,8674,WR,14,JAX,91,16,1,2,31,3,0,17.6,66.7,6.3
Eric Decker,5611,WR,16,TEN,83,6,0,1,0,1,0,7.2,100.0,0.0
Tavarres King,7943,WR,8,NYG,32,7,0,0,0,0,0,21.9,,0.0
Jordan Matthews,8677,WR,10,BUF,34,1,0,0,0,0,0,2.9,,0.0
Chad Williams,11853,WR,6,ARZ,5,1,0,0,0,0,0,20.0,,0.0
Jonnu Smith,11855,TE,16,TEN,28,2,0,0,0,0,0,7.1,,0.0
Amara Darboh,11861,WR,16,SEA,13,4,0,0,0,0,0,30.8,,0.0
Ameer Abdullah,9487,HB,14,DET,31,1,0,0,0,0,0,3.2,,0.0
Josh Reynolds,11872,WR,15,LA,23,1,0,0,0,0,0,4.3,,0.0
Tavon Austin,7789,WR,16,LA,21,3,0,1,0,1,0,14.3,100.0,0.0
Breshad Perriman,9459,WR,11,BLT,31,9,0,1,0,1,0,29.0,100.0,0.0
Cethan Carter,47149,TE,5,CIN,1,1,0,1,0,1,0,100.0,100.0,0.0
Carlos Hyde,8692,HB,16,SF,83,2,0,0,0,0,0,2.4,,0.0
Devontae Booker,10770,HB,13,DEN,36,1,0,0,0,0,0,2.8,,0.0
Wayne Gallman,11895,HB,13,NYG,42,1,0,1,0,1,0,2.4,100.0,0.0
Travis Rudolph,47997,WR,7,NYG,22,1,0,0,0,0,0,4.5,,0.0
Charles Sims,8704,HB,16,TB,44,3,0,1,0,1,0,6.8,100.0,0.0
Jerick McKinnon,8731,HB,16,MIN,61,1,0,0,0,0,0,1.6,,0.0
Tyler Ervin,10753,WR,3,HST,11,1,0,0,0,0,0,9.1,,0.0
Isaiah McKenzie,11927,WR,10,DEN,12,4,0,1,0,1,0,33.3,100.0,0.0
Trent Taylor,11932,WR,15,SF,59,2,0,0,0,0,0,3.4,,0.0
LeSean McCoy,4976,HB,16,BUF,71,1,0,0,0,0,0,1.4,,0.0
Eli Rogers,9878,WR,14,PIT,36,3,0,1,0,1,0,8.3,100.0,0.0
Brandon Williams,7876,TE,14,IND,15,1,0,0,0,0,0,6.7,,0.0
Damiere Byrd,9964,WR,8,CAR,16,2,0,0,0,0,0,12.5,,0.0
Ross Travis,10320,TE,14,IND,16,3,0,0,0,0,0,18.8,,0.0
Leonte Carroo,10720,WR,8,MIA,12,2,0,0,0,0,0,16.7,,0.0
Chris Manhertz,10211,TE,14,CAR,4,1,0,0,0,0,0,25.0,,0.0
Ricky Seals-Jones,12020,TE,8,ARZ,28,4,0,0,0,0,0,14.3,,0.0
Jacob Hollister,12051,TE,11,NE,9,3,0,0,0,0,0,33.3,,0.0
Matt Forte,4358,HB,12,NYJ,43,1,0,0,0,0,0,2.3,,0.0
Michael Clark,12107,WR,2,GB,14,5,0,1,0,1,0,35.7,100.0,0.0
Darrell Daniels,12122,TE,12,IND,12,2,0,0,0,0,0,16.7,,0.0
Brent Celek,3778,TE,16,PHI,23,1,0,0,0,0,0,4.3,,0.0
Daniel Brown,10144,TE,9,CHI,20,2,0,0,0,0,0,10.0,,0.0
Isaac Whitney,12251,WR,1,OAK,1,1,0,0,0,0,0,100.0,,0.0
Michael Campanaro,8852,WR,13,BLT,24,1,0,0,0,0,0,4.2,,0.0
Justin Hunter,7815,WR,7,PIT,9,3,0,0,0,0,0,33.3,,0.0
Xavier Grimble,9092,TE,12,PIT,8,1,0,0,0,0,0,12.5,,0.0
Brandon Marshall,3064,WR,5,NYG,32,6,0,1,0,1,0,18.8,100.0,0.0
Jeff Janis,8870,WR,3,GB,5,2,0,0,0,0,0,40.0,,0.0
Russell Shepard,8254,WR,14,CAR,29,1,0,0,0,0,0,3.4,,0.0
Dwayne Allen,7066,TE,16,NE,19,3,0,1,0,1,0,15.8,100.0,0.0
Marcus Johnson,11074,WR,10,PHI,8,2,0,0,0,0,0,25.0,,0.0
James O'Shaughnessy,9606,TE,16,JAX,21,1,0,0,0,0,0,4.8,,0.0
JoJo Natson,12739,WR,4,NYJ,5,1,0,0,0,0,0,20.0,,0.0
Michael Floyd,7019,WR,11,MIN,14,1,0,0,0,0,0,7.1,,0.0
Nick Boyle,9604,TE,15,BLT,35,1,0,0,0,0,0,2.9,,0.0
Jack Doyle,8520,TE,15,IND,102,2,0,0,0,0,0,2.0,,0.0
Jesse James,9593,TE,16,PIT,61,3,0,0,0,0,0,4.9,,0.0
Darius Powe,11251,WR,1,NYG,4,1,0,0,0,0,0,25.0,,0.0
C.J. Uzomah,9590,TE,14,CIN,13,1,0,0,0,0,0,7.7,,0.0
A.J. Derby,9635,TE,11,MIA,38,4,0,0,0,0,0,10.5,,0.0
Darren Fells,8549,TE,16,DET,23,1,0,0,0,0,0,4.3,,0.0
Lamar Miller,7097,HB,16,HST,41,1,0,0,0,0,0,2.4,,0.0
Neal Sterling,9653,TE,9,NYJ,12,1,0,0,0,0,0,8.3,,0.0
Kerwynn Williams,8013,HB,13,ARZ,15,1,0,0,0,0,0,6.7,,0.0
Taiwan Jones,6277,HB,1,BUF,2,1,0,0,0,0,0,50.0,,0.0
Taylor Gabriel,9002,WR,16,ATL,48,8,0,0,0,0,0,16.7,,0.0
Austin Traylor,11411,TE,7,DEN,12,1,0,0,0,0,0,8.3,,0.0
Cody Core,10833,WR,7,CIN,4,3,0,0,0,0,0,75.0,,0.0
Shane Vereen,6208,HB,16,NYG,52,1,0,0,0,0,0,1.9,,0.0
Cole Beasley,7330,WR,15,DAL,57,3,0,0,0,0,0,5.3,,0.0
Justin Hardy,9540,WR,16,ATL,29,1,0,0,0,0,0,3.4,,0.0
Mike Williams,11762,WR,10,LAC,23,4,0,0,0,0,0,17.4,,0.0
David Morgan,10822,TE,15,MIN,11,1,0,0,0,0,0,9.1,,0.0
John Ross,11764,WR,3,CIN,2,1,0,0,0,0,0,50.0,,0.0
Ty Montgomery,9527,HB,7,GB,26,1,0,0,0,0,0,3.8,,0.0
Tyler Kroft,9518,TE,16,CIN,59,4,0,0,0,0,0,6.8,,0.0
Kasen Williams,10195,WR,7,CLV,17,3,0,0,0,0,0,17.6,,0.0
Logan Paulsen,5795,TE,10,SF,2,1,0,0,0,0,0,50.0,,0.0
Travaris Cadet,7457,HB,7,BUF,19,1,0,0,0,0,0,5.3,,0.0
Michael Hoomanawanui,5655,TE,14,NO,9,1,0,0,0,0,0,11.1,,0.0
Cobi Hamilton,7978,WR,2,HST,6,2,0,0,0,0,0,33.3,,0.0
Andre Ellington,7968,HB,12,HST,56,2,0,0,0,0,0,3.6,,0.0
